         MJD         m       dm       uJy   duJy F  err    chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset      duJy_new
58338.282429 19.766969      NaN     -10.0     15 o    0     1.05 210.91067 54.31166  6485.34  5894.10 2.83 2.71 -19.6 -0.445    19.35 21.04 01a58338o0115o   0x0000          -5     18.537943
58338.290828 19.841877      NaN     -27.0     14 o    0     1.15 210.91067 54.31166  6497.68  5933.34 2.87 2.70  -9.8 -0.441    19.34 21.05 01a58338o0133o  0x80000          -5     17.738527
58338.298797 19.510313      NaN      10.0     14 o    0     0.92 210.91067 54.31166  6439.87  5858.68 2.90 2.72 -10.8 -0.438    19.34 21.02 01a58338o0150o   0x0000          -5     17.738527
58338.306255 19.922338      NaN     -17.0     13 o    0     1.27 210.91067 54.31166  6418.57  5978.91 2.82 2.69 -20.6 -0.447    19.29 20.93 01a58338o0166o  0x80000          -5     16.960405
58342.282469 19.454622      NaN       7.0     16 o    0     0.79 210.91067 54.31166  5851.01  6898.94 3.06 2.97 -46.8 -0.433    19.31 21.12 01a58342o0097o   0x0000          -5     19.356015
58342.290012 19.791368      NaN       3.0     12 o    0     1.61 210.91067 54.31166  5874.27  6937.11 2.98 2.89 -53.1 -0.435    19.35 21.08 01a58342o0113o   0x0000          -5     16.206645
58342.297417 19.334813      NaN      17.0     15 o    0     1.04 210.91067 54.31166  5802.76  6866.07 3.21 3.03 -71.9 -0.429    19.27 21.01 01a58342o0129o  0x80000          -5     18.537943
58342.305347 19.351140      NaN      10.0     17 o    0     1.14 210.91067 54.31166  5793.57  6984.29 3.29 3.10 -76.7 -0.421    19.18 20.92 01a58342o0146o  0x80000          -5     20.190476
58348.276977 19.766969      NaN     -19.0     15 o    0     0.98 210.91067 54.31166  4590.14  5788.33 2.16 1.90 -38.3 -0.437    19.39 20.34 02a58348o0113o  0x80000          -5     18.537943
58348.285829 19.674510      NaN      14.0     10 o    0     2.31 210.91067 54.31166  4566.04  5748.96 2.18 1.93 -37.9 -0.452    19.36 20.31 02a58348o0132o  0x80000          -5     14.786999
58348.293772 19.549093      NaN       5.0     15 o    0     1.36 210.91067 54.31166  4623.02  5823.81 2.33 1.93 -43.9 -0.430    19.35 20.26 02a58348o0149o   0x0000          -5     18.537943
58348.301756 19.696897      NaN      -5.0     16 o    0     1.29 210.91067 54.31166  4645.24  5705.66 2.25 1.93 -43.4 -0.442    19.30 20.23 02a58348o0166o   0x0000          -5     19.356015
58352.292275 16.086297      NaN     283.0    349 o    0     1.02 210.91067 54.31166  4596.53  5597.52 3.25 2.79 -51.7 -0.314    15.75 16.27 02a58352o0009o 0x400802          -5    349.169952
58352.301504 16.566282      NaN    -418.0    286 o    0     0.95 210.91067 54.31166  4619.18  5476.92 3.01 2.59 -47.6 -0.381    16.16 16.67 02a58352o0027o 0x400802          -5    286.207364
58360.261745 19.302877      NaN      16.0     16 o    0     0.82 210.91067 54.31166  3605.62  4373.38 2.32 1.95 -48.7 -0.441    19.47 20.64 02a58360o0098o   0x0000          -5     19.356015
58360.266954 19.719755      NaN       3.0     13 o    0     0.92 210.91067 54.31166  3584.31  4333.79 2.22 1.92 -47.8 -0.436    19.45 20.62 02a58360o0109o  0x80000          -5     16.960405
58360.279004 19.868040      NaN       0.0     12 o    0     1.10 210.91067 54.31166  3651.79  4411.45 2.41 2.03 -49.2 -0.425    19.45 20.60 02a58360o0135o   0x0000          -5     16.206645
58360.287914 19.436675      NaN      14.0     14 o    0     1.19 210.91067 54.31166  3664.47  4288.29 2.04 1.90 -45.7 -0.441    19.40 20.53 02a58360o0154o   0x0000          -5     17.738527
58362.260103 19.287255      NaN      -1.0     22 o    0     0.92 210.91067 54.31166  7531.68  6175.18 3.63 2.94 -86.3 -0.428    18.96 20.29 01a58362o0095o  0x80000          -5     24.549039
58362.265261 19.115465      NaN       5.0     24 o    0     0.89 210.91067 54.31166  7557.00  6211.93 3.40 3.00 -86.9 -0.427    18.95 20.25 01a58362o0106o  0x80000          -5     26.356315
58362.275939 19.038793      NaN      23.0     20 o    0     1.19 210.91067 54.31166  7498.12  6141.72 3.58 2.97 -86.8 -0.423    18.91 20.28 01a58362o0129o  0x80000          -5     22.774006
58362.283892 19.302877      NaN     -20.0     23 o    0     1.07 210.91067 54.31166  7476.94  6262.07 3.78 3.01 -86.8 -0.413    18.91 20.27 01a58362o0146o  0x80000          -5     25.449073
58364.270652 19.696897      NaN     -11.0     16 o    0     1.02 210.91067 54.31166  4108.26  2062.48 2.75 2.48 -59.4 -0.378    19.01 20.12 02a58364o0016o  0x80000          -5     19.356015
58364.279615 19.169763      NaN       7.0     22 o    0     1.02 210.91067 54.31166  4162.15  2149.80 2.87 2.62 -65.2 -0.387    18.74 19.89 02a58364o0035o   0x0000          -5     24.549039
58364.288036 19.419021      NaN       6.0     17 o    0     1.47 210.91067 54.31166  4185.67  2036.68 2.69 2.56 -53.8 -0.398    18.94 20.04 02a58364o0053o   0x0000          -5     20.190476
58366.253925 19.631075      NaN      -6.0     17 o    0     1.10 210.91067 54.31166  5326.22  6924.13 2.97 2.80 -76.1 -0.443    19.11 20.47 01a58366o0088o   0x0000          -5     20.190476
58366.265159 19.696897      NaN     -25.0     16 o    0     1.22 210.91067 54.31166  5348.90  6962.18 2.96 2.84 -50.5 -0.442    19.10 20.51 01a58366o0112o  0x80000          -5     19.356015
58366.273589 19.102305      NaN      30.0     16 o    0     1.16 210.91067 54.31166  5290.66  6887.56 2.88 2.75 -55.6 -0.439    19.12 20.51 01a58366o0130o  0x80000          -5     19.356015
58366.282037 19.212347      NaN      16.0     18 o    0     1.11 210.91067 54.31166  5269.48  7006.34 3.11 2.73 -83.8 -0.444    19.12 20.53 01a58366o0148o   0x0000          -5     21.039376
58368.254742 20.009244      NaN     -16.0     12 o    0     1.51 210.91067 54.31166  2980.60  4092.22 2.23 1.94 -51.5 -0.420    19.30 20.27 02a58368o0071o  0x80000          -5     16.206645
58368.259871 19.652575      NaN       9.0     12 o    0     1.38 210.91067 54.31166  2959.49  4053.34 2.02 1.93 -42.6 -0.454    19.32 20.34 02a58368o0082o  0x80000          -5     16.206645
58368.268312 19.674510      NaN      -4.0     16 o    0     1.28 210.91067 54.31166  3027.39  4143.79 2.47 2.09 -53.8 -0.415    19.27 20.31 02a58368o0100o   0x0000          -5     19.356015
58368.276175 19.549093      NaN       2.0     16 o    0     0.95 210.91067 54.31166  3038.64  4019.50 2.32 2.11 -64.0 -0.444    19.22 20.36 02a58368o0117o   0x0000          -5     19.356015
58372.244890 19.652575      NaN       6.0     13 o    0     1.43 210.91067 54.31166  4543.78  3486.70 2.34 2.03 -51.2 -0.444    19.34 20.52 02a58372o0079o   0x0000          -5     16.960405
58372.253948 19.766969      NaN     -13.0     15 o    0     1.06 210.91067 54.31166  4521.00  3449.65 2.25 1.92 -51.3 -0.444    19.45 20.59 02a58372o0098o  0x80000          -5     18.537943
58372.258671 19.841877      NaN     -13.0     14 o    0     0.71 210.91067 54.31166  4576.74  3529.14 2.31 1.94 -51.9 -0.447    19.43 20.54 02a58372o0108o   0x0000          -5     17.738527
58372.271702 19.569016      NaN     -14.0     18 o    0     1.14 210.91067 54.31166  4598.59  3415.21 2.41 2.00 -71.1 -0.424    19.25 20.43 02a58372o0136o   0x0000          -5     21.039376
58374.237443 19.063754      NaN       9.0     24 o    0     0.98 210.91067 54.31166  7052.32  6215.66 3.36 3.20 -72.2 -0.414    18.82 20.23 01a58374o0038o   0x0000          -5     26.356315
58374.251540 19.089302      NaN     -40.0     28 o    0     0.96 210.91067 54.31166  7076.72  6256.91 3.24 3.09 -66.5 -0.428    18.72 20.03 01a58374o0068o   0x0000          -5     30.044223
58374.251999 19.302877      NaN      -6.0     23 o    0     1.24 210.91067 54.31166  7007.62  6182.19 3.18 3.05 -18.6 -0.415    18.73 20.02 01a58374o0069o   0x0000          -5     25.449073
58374.262778 19.026525      NaN      18.0     22 o    0     1.55 210.91067 54.31166  6997.87  6302.06 3.23 2.95 -84.1 -0.424    18.65 19.86 01a58374o0092o   0x0000          -5     24.549039
58378.225808 18.615142      NaN      14.0     37 o    0     1.09 210.91067 54.31166  6162.39  5921.96 2.88 2.78 -18.2 -0.430    18.38 19.22 01a58378o0043o   0x0000          -5     38.570135
58378.226266 18.702047      NaN     -13.0     40 o    0     1.24 210.91067 54.31166  6185.69  5960.05 2.91 2.80 -25.8 -0.430    18.42 19.25 01a58378o0044o   0x0000          -5     41.456668
58378.237011 18.286218      NaN      51.0     40 o    0     0.96 210.91067 54.31166  6113.96  5883.82 2.92 2.73 -76.3 -0.444    18.29 19.17 01a58378o0067o   0x0000          -5     41.456668
58378.247751 18.606822      NaN      36.0     30 o    0     0.91 210.91067 54.31166  6104.79  6004.12 2.89 2.83 -80.3 -0.429    18.57 19.51 01a58378o0090o   0x0000          -5     31.916380
58380.221172 19.351140      NaN     -32.0     22 o    0     1.43 210.91067 54.31166  2919.21  3229.86 2.13 1.99 -54.0 -0.429    18.57 18.94 02a58380o0037o   0x0000          -5     24.549039
58380.228364 19.510313      NaN      -5.0     19 o    0     1.28 210.91067 54.31166  2896.40  3200.86 2.16 2.05 -55.2 -0.419    18.91 19.50 02a58380o0052o   0x0000          -5     21.901035
58380.238172 18.921935      NaN      36.0     19 o    0     1.12 210.91067 54.31166  2956.64  3260.95 2.03 1.97  11.1 -0.446    18.90 19.50 02a58380o0073o  0x80000          -5     21.901035
58380.246061 19.014394      NaN      19.0     22 o    0     1.02 210.91067 54.31166  2978.21  3159.37 2.20 2.02 -60.1 -0.424    18.85 19.46 02a58380o0090o   0x0000          -5     24.549039
58382.213052 17.318857      NaN       7.0    139 o    0     1.09 210.91067 54.31166  6449.56  8296.37 3.07 2.88 -72.0 -0.487    17.73 18.19 01a58382o0020o   0x0000          -5    139.426164
58382.216283 18.079051      NaN     -12.0     71 o    0     1.21 210.91067 54.31166  6469.72  8336.49 3.23 2.82 -80.5 -0.448    18.14 18.81 01a58382o0027o   0x0000          -5     71.830741
58382.223808 18.675237      NaN     -44.0     41 o    0     1.09 210.91067 54.31166  6398.60  8262.41 3.18 2.69 -80.7 -0.457    18.46 19.27 01a58382o0043o   0x0000          -5     42.422345
58382.224729 18.649074      NaN     -10.0     42 o    0     0.98 210.91067 54.31166  6378.31  8379.70 3.01 2.69 -76.4 -0.467    18.46 19.29 01a58382o0045o   0x0000          -5     43.389576
58446.650010 18.615142      NaN      23.0     34 o    0     0.97 210.91067 54.31166  6003.31  3254.88 3.21 3.07 -24.6 -0.411    18.25 19.11 01a58446o0982o   0x0000          -5     35.702315
58446.657955 18.356290      NaN      10.0     50 o    0     1.21 210.91067 54.31166  6004.64  3212.46 3.30 3.06  -9.5 -0.423    17.74 18.38 01a58446o0999o   0x0000          -5     51.172799
58494.658953 20.009244      NaN      -9.0     12 o    0     1.27 210.91067 54.31166   466.57  4254.25 3.07 2.82 -76.9 -0.451    19.42 21.43 01a58494o0986o  0x80000          -5     16.206645
58494.667923 18.847027      NaN      37.0     21 o    0     1.23 210.91067 54.31166   454.59  4184.39 3.10 2.84 -78.7 -0.450    18.90 20.12 01a58494o1005o   0x0000          -5     23.657035
58494.675888 17.603715      NaN     -47.0    110 o    0     0.98 210.91067 54.31166  9717.54  4131.93 3.86 2.95 -83.3 -0.459    17.17 17.67 01a58494o1022o   0x0000          -5    110.538027
58494.676817 17.491297      NaN    -151.0    122 o    0     1.35 210.91067 54.31166   532.92  4225.75 3.15 2.89 -81.6 -0.405    17.00 17.43 01a58494o1024o   0x0000          -5    122.485327
58498.676305 17.210554      NaN      -8.0    158 o    0     1.08 210.91067 54.31166  6297.02  5929.44 3.81 3.23 -79.3 -0.458    17.20 17.77 01a58498o0996o   0x0000          -5    158.375046
58500.674115 18.693037      NaN      26.0     30 o    0     1.40 210.91067 54.31166  4853.42  2739.47 2.39 2.22  53.1 -0.428    18.51 19.08 02a58500o0995o   0x0000          -5     31.916380
58502.616464 18.776955      NaN      35.0     24 o    0     1.12 210.91067 54.31166   413.22  2383.10 3.33 3.00 -88.0 -0.427    18.76 20.05 01a58502o0838o   0x0000          -5     26.356315
58502.626608 19.302877      NaN      -6.0     23 o    0     1.05 210.91067 54.31166   411.61  2312.06 3.38 3.13 -88.0 -0.413    18.82 20.16 01a58502o0859o  0x80000          -5     25.449073
58502.637198 19.454622      NaN     -13.0     20 o    0     1.14 210.91067 54.31166   486.06  2349.02 3.33 3.01  83.2 -0.422    18.97 20.38 01a58502o0880o   0x0000          -5     22.774006
58502.647744 19.241693      NaN      20.0     16 o    0     1.08 210.91067 54.31166   521.80  2192.53 3.41 3.07  84.3 -0.413    19.16 20.89 01a58502o0901o   0x0000          -5     19.356015
58502.667487 19.401649      NaN     -14.0     21 o    0     0.78 210.91067 54.31166  9962.32  2150.02 3.92 3.11 -82.0 -0.419    19.10 20.80 01a58502o0940o  0x80000          -5     23.657035
58502.675966 18.410251      NaN      11.0     47 o    0     0.89 210.91067 54.31166  9945.59  2077.80 4.22 2.91 -84.1 -0.443    18.08 18.91 01a58502o0957o   0x0000          -5     48.245780
58506.658239 19.155932      NaN       8.0     22 o    0     1.05 210.91067 54.31166  5901.04  2043.53 3.11 2.72 -84.1 -0.445    18.77 19.92 01a58506o0976o   0x0000          -5     24.549039
58506.669441 18.657725      NaN       0.0     40 o    0     1.17 210.91067 54.31166  4051.25  8293.54 3.34 2.71 -84.8 -0.449    18.48 19.39 01a58506o0997o   0x0000          -5     41.456668
58506.678982 17.386737      NaN      -1.0    133 o    0     1.02 210.91067 54.31166  5968.00  2002.14 4.27 4.09  87.9 -0.238    16.71 17.18 01a58506o1016o   0x0000          -5    133.445327
58508.652171 19.051202      NaN     -55.0     29 o    0     1.03 210.91067 54.31166  4957.24 10511.57 2.33 2.10  11.2 -0.460    19.39 20.22 02a58508o0969o   0x0000          -5     30.978304
58508.657652 19.841877      NaN     -23.0     14 o    0     1.02 210.91067 54.31166  4418.59   790.43 2.12 1.94  72.7 -0.461    19.38 20.25 02a58508o0980o  0x80000          -5     17.738527
58508.666725 19.696897      NaN      -2.0     15 o    0     1.38 210.91067 54.31166  4440.54   834.08 2.07 1.94  62.9 -0.458    19.34 20.10 02a58508o0999o  0x80000          -5     18.537943
58508.670649 19.089302      NaN      -2.0     27 o    0     1.27 210.91067 54.31166  4918.88 10465.98 2.34 2.03   9.7 -0.455    19.19 19.73 02a58508o1007o  0x80000          -5     29.114521
58508.676209 18.878500      NaN       7.0     30 o    0     0.92 210.91067 54.31166  4385.94   755.34 2.05 1.91  57.0 -0.473    18.57 18.58 02a58508o1018o   0x0000          -5     31.916380
58510.631325 19.491430      NaN      11.0     14 o    0     1.22 210.91067 54.31166  2528.16  7922.68 2.96 2.84 -55.8 -0.453    19.25 20.97 01a58510o0902o  0x80000          -5     17.738527
58510.640191 19.841877      NaN     -11.0     14 o    0     1.56 210.91067 54.31166  2504.28  7886.51 2.99 2.80 -65.3 -0.457    19.27 20.99 01a58510o0921o  0x80000          -5     17.738527
58510.649018 19.719755      NaN       0.0     14 o    0     1.48 210.91067 54.31166  2560.73  7962.86 2.86 2.68 -68.1 -0.470    19.33 21.00 01a58510o0940o  0x80000          -5     17.738527
58510.657939 19.841877      NaN      -5.0     14 o    0     1.14 210.91067 54.31166  2581.26  7846.72 2.88 2.72 -67.4 -0.464    19.28 20.97 01a58510o0959o   0x0000          -5     17.738527
58514.631581 19.766969      NaN       4.0     12 o    0     1.20 210.91067 54.31166  3452.25   117.35 3.07 2.73   6.9 -0.413    19.46 21.51 01a58514o0885o   0x0000          -5     16.206645
58514.633665 19.318728      NaN      21.0     14 o    0     1.14 210.91067 54.31166  4347.22  9807.25 3.56 2.98 -79.7 -0.419    19.47 21.54 01a58514o0889o   0x0000          -5     17.738527
58514.642009 19.696897      NaN     -26.0     16 o    0     1.01 210.91067 54.31166  7155.40 10475.31 4.18 3.07 -80.9 -0.401    19.46 21.52 01a58514o0905o  0x80000          -5     19.356015
58514.643964 19.674510      NaN       5.0     13 o    0     1.05 210.91067 54.31166  4328.11  9768.81 3.18 2.80 -74.9 -0.450    19.48 21.58 01a58514o0909o  0x80000          -5     16.960405
58514.651651 19.841877      NaN     -12.0     14 o    0     0.98 210.91067 54.31166  3479.21   158.68 3.16 2.80   0.8 -0.416    19.45 21.56 01a58514o0924o   0x0000          -5     17.738527
58514.653490 19.549093      NaN       8.0     14 o    0     0.95 210.91067 54.31166  4386.12  9846.18 3.19 2.79 -73.3 -0.452    19.52 21.62 01a58514o0928o  0x80000          -5     17.738527
58514.660460 18.376212      NaN     -18.0     54 o    0     0.21 210.91067 54.31166  3499.75    38.96 3.12 2.76  -2.5 -0.421    19.38 21.41 01a58514o0943o  0x80000          -5     55.087706
58514.661848 19.241693      NaN      17.0     17 o    0     0.90 210.91067 54.31166  4403.38  9727.95 3.20 2.84 -73.9 -0.449    19.43 21.36 01a58514o0946o  0x80000          -5     20.190476
58518.604088 19.841877      NaN     -18.0     14 o    0     0.77 210.91067 54.31166  3957.71  3997.53 3.11 3.09 -64.5 -0.440    19.40 21.60 01a58518o0609o  0x80000          -5     17.738527
58518.612911 19.766969      NaN      -7.0     15 o    0     0.79 210.91067 54.31166  3933.79  3960.55 3.09 3.03 -48.8 -0.441    19.42 21.64 01a58518o0628o  0x80000          -5     18.537943
58518.621213 19.766969      NaN       1.0     13 o    0     1.04 210.91067 54.31166  3990.85  4036.57 3.01 2.91 -69.1 -0.446    19.48 21.65 01a58518o0646o  0x80000          -5     16.960405
58518.629570 19.979496      NaN      -4.0     12 o    0     1.14 210.91067 54.31166  4011.43  3919.66 3.17 2.91  -9.2 -0.440    19.43 21.66 01a58518o0664o   0x0000          -5     16.206645
58522.639651 19.696897      NaN     -15.0     16 o    0     1.08 210.91067 54.31166  9912.11  4415.30 3.87 2.79 -86.7 -0.448    19.47 21.60 01a58522o0109o  0x80000          -5     19.356015
58522.648492 19.631075      NaN     -12.0     17 o    0     0.89 210.91067 54.31166  9937.04  4451.64 3.85 2.81 -86.5 -0.451    19.47 21.59 01a58522o0128o  0x80000          -5     20.190476
58522.657095 20.103715      NaN     -13.0     11 o    0     1.38 210.91067 54.31166   854.79  4641.62 3.11 2.73  89.2 -0.457    19.43 21.56 01a58522o0145o  0x80000          -5     15.480805
