         MJD         m       dm       uJy   duJy F  err    chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset      duJy_new
58658.333526 19.128787      NaN     -13.0     27 o    0     0.83 210.91067 54.31166  3329.41  3644.96 3.23 2.90  -9.1 -0.432    18.67 20.45 01a58658o0214o  0x80000          -5     29.114521
58658.343674 18.900000      NaN       2.0     31 o    0     1.10 210.91067 54.31166  3313.88  3760.76 3.41 3.08 -13.5 -0.429    18.41 20.22 01a58658o0236o   0x0000          -5     32.858109
58660.303175 18.169360      NaN      38.0     51 o    0     0.78 210.91067 54.31166  2494.15  1212.30 2.05 1.98 -56.6 -0.458    17.37 18.48 02a58660o0142o   0x0000          -5     52.150315
58660.306399 17.196897      NaN      34.0    147 o    0     0.83 210.91067 54.31166  2471.50  1169.05 3.25 3.20  80.3 -0.233    16.88 17.83 02a58660o0149o  0x80000          -5    147.403037
58660.311913 18.362890      NaN      39.0     40 o    0     1.24 210.91067 54.31166  2529.82  1246.63 2.19 2.00  43.7 -0.454    17.80 18.92 02a58660o0161o  0x80000          -5     41.456668
58660.322907 19.696897      NaN     -23.0     16 o    0     2.62 210.91067 54.31166  2550.10  1128.19 2.16 2.10 -78.4 -0.426    19.09 20.31 02a58660o0185o  0x80000          -5     19.356015
58672.311156 19.631075      NaN     -15.0     17 o    0     0.92 210.91067 54.31166  8007.72  3852.57 4.03 3.30  -6.9 -0.369    19.12 21.02 01a58672o0161o  0x80000          -5     20.190476
58672.314124 19.318728      NaN       9.0     18 o    0     0.92 210.91067 54.31166  8029.35  3901.81 3.91 3.34  -4.7 -0.373    19.15 21.03 01a58672o0167o  0x80000          -5     21.039376
58672.320218 19.491430      NaN       5.0     16 o    0     1.12 210.91067 54.31166  7978.53  3848.94 3.67 3.18  -8.1 -0.390    19.23 21.03 01a58672o0180o   0x0000          -5     19.356015
58672.330094 19.696897      NaN     -23.0     16 o    0     1.12 210.91067 54.31166  7975.98  4001.06 3.58 3.18  -8.4 -0.398    19.22 21.03 01a58672o0199o   0x0000          -5     19.356015
58675.326806 19.287255      NaN      -4.0     23 o    0     0.72 210.91067 54.31166  9033.97  3678.91 3.33 2.98  -9.6 -0.419    19.00 20.24 01a58675o0092o  0x80000          -5     25.449073
58675.330059 19.491430      NaN      -4.0     19 o    0     1.06 210.91067 54.31166  9054.89  3717.49 3.20 2.89 -12.4 -0.428    19.03 20.21 01a58675o0099o  0x80000          -5     21.901035
58675.336065 19.351140      NaN      -9.0     22 o    0     0.81 210.91067 54.31166  8996.49  3645.29 3.33 3.01 -18.2 -0.421    18.96 20.19 01a58675o0112o   0x0000          -5     24.549039
58675.345838 19.436675      NaN      -4.0     20 o    0     0.98 210.91067 54.31166  8980.36  3766.99 3.27 2.99 -17.1 -0.429    18.95 20.14 01a58675o0133o  0x80000          -5     22.774006
58676.298741 19.401649      NaN       7.0     17 o    0     1.62 210.91067 54.31166  8654.64   938.78 2.86 2.22 -56.6 -0.433    19.09 20.09 02a58676o0129o  0x80000          -5     20.190476
58676.301025 19.212347      NaN      13.0     19 o    0     1.20 210.91067 54.31166  8630.87   895.80 2.74 2.28 -61.0 -0.436    19.07 20.09 02a58676o0134o  0x80000          -5     21.901035
58676.306065 19.419021      NaN       9.0     16 o    0     1.22 210.91067 54.31166  8691.31   975.78 2.45 1.95 -56.2 -0.468    19.22 20.10 02a58676o0145o   0x0000          -5     19.356015
58676.315260 19.569016      NaN       4.0     15 o    0     1.63 210.91067 54.31166  8709.82   859.87 2.22 1.83 -59.8 -0.449    19.27 20.07 02a58676o0165o   0x0000          -5     18.537943
58678.279698 18.910912      NaN      16.0     26 o    0     0.88 210.91067 54.31166  9027.76  3672.55 3.74 3.16  -6.2 -0.393    18.75 20.03 01a58678o0006o   0x0000          -5     28.189632
58678.282974 19.256669      NaN     -34.0     24 o    0     0.91 210.91067 54.31166  9050.18  3709.62 3.79 3.18  -6.4 -0.389    18.77 20.02 01a58678o0013o  0x80000          -5     26.356315
58678.288559 18.826541      NaN      30.0     24 o    0     1.01 210.91067 54.31166  8992.41  3636.32 3.66 3.11  -5.3 -0.393    18.79 20.00 01a58678o0025o   0x0000          -5     26.356315
58678.299683 19.212347      NaN     -15.0     25 o    0     0.83 210.91067 54.31166  8977.02  3756.17 3.59 3.02  -7.7 -0.397    18.83 19.97 01a58678o0049o   0x0000          -5     27.270044
58680.287497 19.454622      NaN     -30.0     20 o    0     1.33 210.91067 54.31166  8647.49   944.18 2.08 1.98 -61.1 -0.410    18.93 19.40 02a58680o0111o  0x80000          -5     22.774006
58680.290702 19.631075      NaN     -16.0     17 o    0     1.37 210.91067 54.31166  8626.90   903.30 2.04 1.92 -65.3 -0.408    18.93 19.41 02a58680o0118o   0x0000          -5     20.190476
58680.296221 18.978793      NaN      25.0     21 o    0     0.62 210.91067 54.31166  8687.59   982.98 2.03 1.90 -57.0 -0.432    18.94 19.37 02a58680o0130o   0x0000          -5     23.657035
58680.306529 19.212347      NaN      10.0     20 o    0     1.54 210.91067 54.31166  8710.84   866.26 2.34 1.69 -55.7 -0.481    18.86 19.34 02a58680o0152o  0x80000          -5     22.774006
58682.333753 18.878500      NaN      -8.0     34 o    0     0.88 210.91067 54.31166  3847.65  7452.65 3.05 2.78 -17.3 -0.429    18.61 19.57 01a58682o0219o   0x0000          -5     35.702315
58682.337013 18.558199      NaN      21.0     37 o    0     0.80 210.91067 54.31166  3869.34  7492.55 3.07 2.82 -17.0 -0.433    18.58 19.55 01a58682o0226o   0x0000          -5     38.570135
58682.342626 18.757738      NaN     -13.0     38 o    0     0.78 210.91067 54.31166  3807.87  7415.22 3.05 2.77 -14.2 -0.438    18.60 19.54 01a58682o0238o   0x0000          -5     39.530435
58682.352452 18.519279      NaN      41.0     32 o    0     1.60 210.91067 54.31166  3789.05  7531.72 3.10 2.83 -15.8 -0.427    18.51 19.50 01a58682o0259o   0x0000          -5     33.803185
58684.278069 20.009244      NaN      -8.0     12 o    0     1.37 210.91067 54.31166  5502.27  8629.68 2.28 2.26  89.7 -0.424    19.49 20.73 02a58684o0071o   0x0000          -5     16.206645
58684.281279 19.589310      NaN       3.0     15 o    0     1.01 210.91067 54.31166  5481.16  8590.82 2.58 2.29  40.7 -0.415    19.42 20.72 02a58684o0078o   0x0000          -5     18.537943
58684.286855 19.652575      NaN       9.0     12 o    0     1.19 210.91067 54.31166  5537.04  8667.59 2.23 2.09  36.2 -0.438    19.54 20.72 02a58684o0090o  0x80000          -5     16.206645
58684.296758 19.089302      NaN      34.0     15 o    0     0.99 210.91067 54.31166  5554.63  8550.75 2.20 2.00 -47.2 -0.452    19.59 20.77 02a58684o0111o   0x0000          -5     18.537943
58688.274123 20.009244      NaN      -2.0     11 o    0     0.79 210.91067 54.31166  5499.76  8634.43 2.01 1.99 -76.3 -0.444    19.81 21.33 02a58688o0084o   0x0000          -5     15.480805
58688.277131 19.743105      NaN       8.0     11 o    0     0.99 210.91067 54.31166  5480.90  8602.70 2.02 1.99 -66.5 -0.446    19.81 21.33 02a58688o0090o   0x0000          -5     15.480805
58688.282262 19.868040      NaN       3.0     11 o    0     1.14 210.91067 54.31166  5533.86  8673.32 2.22 1.98  39.2 -0.426    19.76 21.32 02a58688o0101o   0x0000          -5     15.480805
58688.292120 19.569016      NaN      10.0     13 o    0     1.19 210.91067 54.31166  5547.79  8555.26 2.41 2.03  36.2 -0.416    19.75 21.33 02a58688o0122o   0x0000          -5     16.960405
58690.280884 19.766969      NaN      -8.0     15 o    0     1.02 210.91067 54.31166  1285.99  1600.66 3.45 2.92 -13.4 -0.403    19.46 21.33 01a58690o0106o  0x80000          -5     18.537943
58690.284146 19.589310      NaN       6.0     14 o    0     1.19 210.91067 54.31166  1306.94  1640.41 3.43 2.87 -12.4 -0.409    19.47 21.29 01a58690o0113o  0x80000          -5     17.738527
58690.288367 16.385976      NaN      33.0    325 o    0     0.01 210.91067 54.31166 10528.11  1393.03 3.78 2.87 -12.1 -0.385    19.34 21.18 01a58690o0122o   0x0002          -5    325.182495
58690.290693 19.766969      NaN      -7.0     15 o    0     1.01 210.91067 54.31166  1250.01  1561.26 3.42 2.91 -11.6 -0.410    19.43 21.28 01a58690o0127o  0x80000          -5     18.537943
58690.301828 19.419021      NaN       6.0     17 o    0     0.86 210.91067 54.31166  1236.68  1677.82 3.33 2.86 -12.3 -0.418    19.43 21.27 01a58690o0151o  0x80000          -5     20.190476
58716.264356 19.791368      NaN       6.0     11 o    0     1.35 210.91067 54.31166  7324.47  9054.88 2.24 1.99  42.0 -0.439    19.63 20.96 02a58716o0092o   0x0000          -5     15.480805
58716.267157 19.743105      NaN       2.0     13 o    0     1.25 210.91067 54.31166  7305.62  9015.70 2.24 1.98  41.9 -0.446    19.63 20.97 02a58716o0098o   0x0000          -5     16.960405
58716.272468 19.791368      NaN       3.0     12 o    0     1.27 210.91067 54.31166  7361.56  9093.43 2.23 2.02  43.2 -0.436    19.62 20.94 02a58716o0109o   0x0000          -5     16.206645
58716.282265 19.696897      NaN       1.0     14 o    0     0.84 210.91067 54.31166  7378.90  8979.07 2.39 2.15  37.0 -0.413    19.62 20.96 02a58716o0130o  0x80000          -5     17.738527
58722.238129 19.128787      NaN      25.0     17 o    0     0.96 210.91067 54.31166  7481.02  5538.46 2.79 2.03  -9.1 -0.358    19.21 19.91 01a58722o0053o  0x80000          -5     20.190476
58722.241972 19.816329      NaN      -1.0     13 o    0     1.42 210.91067 54.31166  7500.84  5577.16 2.69 1.91  -5.6 -0.365    19.46 20.39 01a58722o0061o   0x0000          -5     16.960405
58722.248556 19.384550      NaN      23.0     12 o    0     1.17 210.91067 54.31166  7442.10  5505.15 2.64 1.97  -7.0 -0.397    19.58 20.74 01a58722o0075o  0x80000          -5     16.206645
58740.230425 18.878500      NaN     -17.0     34 o    0     1.30 210.91067 54.31166  1155.49  5146.47 3.02 2.24  40.6 -0.388    18.18 18.66 02a58740o0031o   0x0000          -5     35.702315
58740.233321 18.878500      NaN     -31.0     34 o    0     1.32 210.91067 54.31166  1134.96  5111.36 2.87 2.19  38.7 -0.379    18.00 18.54 02a58740o0037o  0x80000          -5     35.702315
58740.238759 18.649074      NaN     -55.0     42 o    0     0.75 210.91067 54.31166  1189.01  5187.55 2.68 2.17  39.6 -0.410    18.00 18.49 02a58740o0048o  0x80000          -5     43.389576
58740.248775 18.657725      NaN       0.0     40 o    0     3.19 210.91067 54.31166  1209.95  5068.56 2.43 2.10  40.1 -0.429    18.13 18.49 02a58740o0068o   0x0000          -5     41.456668
58822.608277 19.743105      NaN      -1.0     14 o    0     1.53 210.91067 54.31166  5052.60  4833.33 2.09 1.96  89.4 -0.393    19.01 20.33 01a58822o0904o  0x80000          -5     17.738527
58822.611503 19.510313      NaN     -12.0     19 o    0     1.46 210.91067 54.31166  5033.69  4796.42 2.30 2.20  78.0 -0.379    18.80 20.22 01a58822o0911o  0x80000          -5     21.901035
58822.617035 19.510313      NaN     -30.0     19 o    0     1.47 210.91067 54.31166  5092.07  4870.30 2.15 2.11  14.9 -0.399    18.81 20.18 01a58822o0923o  0x80000          -5     21.901035
58822.628131 19.169763      NaN     -11.0     26 o    0     0.93 210.91067 54.31166  5112.40  4756.59 2.17 2.15   2.8 -0.395    18.62 20.02 01a58822o0947o   0x0000          -5     28.189632
58830.634649 18.417189      NaN     -97.0     52 o    0     1.51 210.91067 54.31166  3661.74  8722.82 2.34 2.16 -87.5 -0.412    17.88 18.11 01a58830o0903o   0x0000          -5     53.128668
58830.637780 18.376212      NaN     -15.0     54 o    0     0.92 210.91067 54.31166  3641.48  8689.63 2.46 2.22 -85.2 -0.409    17.88 18.52 01a58830o0909o  0x80000          -5     55.087706
58846.621327 19.841877      NaN       7.0     10 o    0     0.92 210.91067 54.31166  4544.88  1059.98 2.09 2.09 -17.3 -0.416    19.76 21.48 01a58846o0918o  0x80000          -5     14.786999
58846.624206 20.071303      NaN       2.0      9 o    0     1.25 210.91067 54.31166  4523.67  1021.44 2.14 2.12  68.9 -0.414    19.74 21.50 01a58846o0924o  0x80000          -5     14.129944
58846.630677 19.766969      NaN       7.0     11 o    0     1.13 210.91067 54.31166  4584.53  1097.43 2.18 2.08  81.3 -0.417    19.74 21.52 01a58846o0937o   0x0000          -5     15.480805
58846.642180 19.791368      NaN      12.0      9 o    0     1.37 210.91067 54.31166  4601.43   979.93 2.13 2.11  71.6 -0.415    19.75 21.53 01a58846o0961o  0x80000          -5     14.129944
58850.624626 19.287255      NaN      26.0     13 o    0     1.00 210.91067 54.31166   417.14  1385.50 2.45 1.96  73.1 -0.480    19.80 21.68 01a58850o0858o   0x0000          -5     16.960405
58850.627397 20.103715 0.361912      28.0     11 o    0     1.16 210.91067 54.31166   395.33  1348.23 2.38 1.88  72.9 -0.479    19.83 21.67 01a58850o0864o   0x0000          -5     15.480805
58850.634709 19.950541      NaN      -3.0     12 o    0     1.34 210.91067 54.31166   457.26  1422.99 2.49 2.02  71.9 -0.485    19.75 21.66 01a58850o0879o  0x80000          -5     16.206645
58850.652159 19.719755      NaN       6.0     12 o    0     0.85 210.91067 54.31166   477.40  1307.30 2.31 2.03  70.5 -0.471    19.78 21.57 01a58850o0916o  0x80000          -5     16.206645
58866.620400 20.103715      NaN      -2.0     10 o    0     1.48 210.91067 54.31166  2824.49  2852.64 2.32 1.97  80.8 -0.439    19.61 21.00 01a58866o0865o  0x80000          -5     14.786999
58866.624412 20.137125      NaN       0.0      9 o    0     1.61 210.91067 54.31166  2805.52  2814.92 2.09 2.00  63.0 -0.425    19.70 21.04 01a58866o0873o   0x0000          -5     14.129944
58866.631768 19.609992      NaN      17.0     10 o    0     1.48 210.91067 54.31166  2866.13  2892.31 2.47 2.05  82.1 -0.425    19.57 21.07 01a58866o0888o  0x80000          -5     14.786999
58866.641658 20.071303      NaN      -4.0     11 o    0     1.26 210.91067 54.31166  2883.67  2775.69 2.38 2.03  81.9 -0.432    19.59 21.11 01a58866o0908o   0x0000          -5     15.480805
58868.653014 19.841877      NaN      13.0      8 o    0     1.76 210.91067 54.31166  3606.51  5797.75 2.06 1.93  53.2 -0.436    19.67 21.10 02a58868o0964o  0x80000          -5     13.515004
58868.656692 19.841877      NaN       1.0     12 o    0     0.89 210.91067 54.31166  3624.75  5836.39 2.03 1.90  43.2 -0.441    19.70 21.08 02a58868o0972o  0x80000          -5     16.206645
58868.662000 19.609992      NaN       5.0     14 o    0     0.95 210.91067 54.31166  3567.02  5759.11 2.04 1.95  51.4 -0.436    19.65 20.97 02a58868o0983o   0x0000          -5     17.738527
58868.665262 19.569016      NaN      13.0     12 o    0     0.93 210.91067 54.31166  3549.67  5874.07 2.11 2.00  48.1 -0.427    19.60 20.84 02a58868o0990o   0x0000          -5     16.206645
58870.568178 19.816329      NaN       8.0     10 o    0     1.66 210.91067 54.31166  2826.69  2842.89 2.32 2.05  74.2 -0.442    19.66 21.23 01a58870o0783o   0x0000          -5     14.786999
58870.571024 19.696897      NaN       1.0     14 o    0     0.77 210.91067 54.31166  2806.81  2805.98 2.24 2.00  75.9 -0.436    19.69 21.23 01a58870o0789o  0x80000          -5     17.738527
58870.577220 19.922338      NaN      -2.0     12 o    0     1.04 210.91067 54.31166  2865.67  2882.03 2.28 2.06  75.6 -0.438    19.66 21.24 01a58870o0802o   0x0000          -5     16.206645
58870.588479 19.491430      NaN      17.0     12 o    0     0.88 210.91067 54.31166  2886.84  2770.45 2.33 2.12  65.1 -0.442    19.62 21.18 01a58870o0826o   0x0000          -5     16.206645
58874.632968 19.894850      NaN       2.0     11 o    0     1.03 210.91067 54.31166  1500.52  6789.32 2.65 2.10 -89.9 -0.420    19.82 21.74 01a58874o0922o  0x80000          -5     15.480805
58874.637365 20.321591      NaN      -6.0      9 o    0     1.69 210.91067 54.31166  1483.58  6751.65 2.44 2.02  89.9 -0.432    19.88 21.73 01a58874o0931o  0x80000          -5     14.129944
58874.645233 19.816329      NaN       2.0     12 o    0     1.29 210.91067 54.31166  1541.05  6827.56 2.11 1.87  88.9 -0.438    19.92 21.69 01a58874o0947o   0x0000          -5     16.206645
58874.657807 19.868040      NaN       3.0     11 o    0     1.16 210.91067 54.31166  1559.33  6711.43 2.76 2.21  87.5 -0.411    19.68 21.44 01a58874o0973o  0x80000          -5     15.480805
58878.593069 19.791368      NaN       9.0     10 o    0     1.55 210.91067 54.31166  1504.75  6783.83 2.40 2.02  87.0 -0.414    19.71 21.31 01a58878o0782o  0x80000          -5     14.786999
58878.596292 19.950541      NaN      -3.0     12 o    0     1.36 210.91067 54.31166  1484.66  6744.48 2.56 2.20  89.6 -0.413    19.62 21.35 01a58878o0789o  0x80000          -5     16.206645
58878.602460 20.009244      NaN     -10.0     12 o    0     0.96 210.91067 54.31166  1542.05  6821.67 2.46 2.11 -86.1 -0.417    19.50 21.11 01a58878o0802o   0x0000          -5     16.206645
58878.613300 19.549093      NaN      14.0     12 o    0     0.83 210.91067 54.31166  1560.36  6702.92 2.39 2.03 -89.4 -0.431    19.77 21.52 01a58878o0824o   0x0000          -5     16.206645
58882.528506 19.979496      NaN      15.0      9 o    0     1.17 210.91067 54.31166  6763.19  3102.31 2.01 1.81 -88.7 -0.418    19.87 21.40 01a58882o0696o   0x0000           5     14.129944
58882.534546 20.207197      NaN      -4.0     10 o    0     1.20 210.91067 54.31166  6742.18  3062.64 2.40 1.84  87.9 -0.444    19.67 21.45 01a58882o0708o   0x0000           5     14.786999
58882.537446 20.207197      NaN       4.0     10 o    0     0.81 210.91067 54.31166  6800.62  3141.25 2.29 1.80  87.8 -0.434    19.72 21.44 01a58882o0714o  0x80000           5     14.786999
58882.550971 19.950541      NaN      10.0     11 o    0     1.03 210.91067 54.31166  6820.22  3024.64 2.36 1.86  88.3 -0.434    19.67 21.36 01a58882o0742o  0x80000           5     15.480805
58894.574941 20.207197      NaN       4.0     10 o    0     1.39 210.91067 54.31166  9211.25  8996.69 2.22 1.78 -86.3 -0.416    19.59 20.58 01a58894o0786o   0x0000           5     14.786999
58894.578258 20.009244      NaN      -9.0     12 o    0     1.45 210.91067 54.31166  9192.38  8956.61 2.25 1.86 -88.5 -0.417    19.56 20.59 01a58894o0793o  0x80000           5     16.206645
58894.585199 19.841877      NaN      17.0     10 o    0     1.84 210.91067 54.31166  9249.88  9038.29 2.23 1.76 -81.5 -0.410    19.61 20.61 01a58894o0808o   0x0000           5     14.786999
58894.595444 20.103715      NaN      -2.0     11 o    0     1.03 210.91067 54.31166  9268.12  8920.21 2.25 1.79 -83.3 -0.410    19.61 20.64 01a58894o0830o   0x0000           5     15.480805
58902.557723 19.841877      NaN      -9.0     14 o    0     0.88 210.91067 54.31166  1790.25  8913.31 2.84 2.42 -81.5 -0.388    19.56 21.18 01a58902o0748o  0x80000           5     17.738527
58902.560947 20.009244      NaN      -6.0     12 o    0     1.18 210.91067 54.31166  1771.87  8873.93 2.73 2.31 -83.1 -0.403    19.61 21.21 01a58902o0755o   0x0000           5     16.206645
58902.568514 20.103715      NaN     -23.0     11 o    0     1.21 210.91067 54.31166  1827.29  8951.19 2.76 2.33 -81.9 -0.396    19.61 21.19 01a58902o0771o  0x80000           5     15.480805
58902.578348 20.103715      NaN      -9.0     11 o    0     1.41 210.91067 54.31166  1846.55  8831.23 2.59 2.16 -82.2 -0.408    19.64 21.16 01a58902o0792o   0x0000           5     15.480805
58910.560398 20.207197      NaN      -7.0     10 o    0     0.70 210.91067 54.31166  9062.31  6852.93 2.04 1.96  75.2 -0.429    19.74 20.94 01a58910o0731o   0x0000           5     14.786999
58910.563726 20.207197      NaN       5.0     10 o    0     1.31 210.91067 54.31166  9043.01  6811.74 2.25 2.05   9.6 -0.408    19.62 20.94 01a58910o0738o   0x0000           5     14.786999
58910.574601 19.868040      NaN      10.0     12 o    0     1.10 210.91067 54.31166  9101.12  6889.44 2.07 1.99  78.3 -0.421    19.74 21.02 01a58910o0760o  0x80000           5     16.206645
58910.580789 20.103715      NaN      -6.0     11 o    0     0.87 210.91067 54.31166  1436.77  3825.67 1.95 1.88  89.1 -0.422    19.77 21.13 01a58910o0772o   0x0000           5     15.480805
58914.563400 19.791368      NaN       7.0     14 o    0     0.89 210.91067 54.31166  4009.71  9615.96 1.92 1.81 -57.4 -0.429    19.39 20.15 01a58914o0734o   0x0000           5     17.738527
58914.566791 19.696897      NaN     -22.0     16 o    0     0.98 210.91067 54.31166  6508.41   925.54 2.94 2.16  -8.2 -0.373    19.29 20.17 01a58914o0741o  0x80000           5     19.356015
58914.572972 19.674510      NaN      18.0     12 o    0     0.96 210.91067 54.31166  3972.37  9575.26 1.88 1.80 -51.8 -0.425    19.41 20.22 01a58914o0754o   0x0000           5     16.206645
58914.585214 20.449472      NaN       1.0      8 o    0     2.49 210.91067 54.31166  3961.28  9694.31 1.88 1.77 -34.1 -0.420    19.48 20.36 01a58914o0779o   0x0000           5     13.515004
58916.544677 18.675237      NaN      23.0     35 o    0     1.13 210.91067 54.31166  3278.39  1528.11 2.81 2.34  43.9 -0.405    18.15 18.49 02a58916o0002o  0x80000           5     36.655904
58916.547799 19.169763      NaN     -39.0     26 o    0     1.09 210.91067 54.31166  3297.54  1568.01 2.45 2.07  40.7 -0.421    18.59 19.06 02a58916o0008o   0x0000           5     28.189632
58916.552708 18.566153      NaN      12.0     43 o    0     1.11 210.91067 54.31166  7348.17  9086.79 2.65 2.24  37.0 -0.411    18.60 19.07 02a58916o0016o   0x0000           5     44.358261
58916.559018 18.511660      NaN      28.0     40 o    0     1.08 210.91067 54.31166  7364.93  8968.27 2.52 2.19  39.1 -0.418    18.63 19.09 02a58916o0029o   0x0000           5     41.456668
58916.653960 16.040122      NaN     267.0    377 o    0     1.59 210.91067 54.31166  7313.55  9021.48 2.36 2.12 -61.1 -0.516    17.04 17.08 02a58916o0231o 0x400802           5    377.157335
58918.565814 19.212347      NaN     -10.0     25 o    0     0.89 210.91067 54.31166  4017.31  9612.96 2.12 1.89 -15.6 -0.412    18.77 19.03 01a58918o0571o   0x0000           5     27.270044
58918.569769 19.197966      NaN      21.0     20 o    0     1.68 210.91067 54.31166  4043.83  9653.61 2.11 1.96 -25.4 -0.414    18.78 19.03 01a58918o0579o   0x0000           5     22.774006
58918.579744 19.241693      NaN      15.0     21 o    0     1.11 210.91067 54.31166  3980.78  9572.37 2.11 1.92 -22.1 -0.428    18.81 19.04 01a58918o0600o   0x0000           5     23.657035
58918.586187 19.510313      NaN      -5.0     19 o    0     1.47 210.91067 54.31166  3966.31  9691.16 2.28 2.02 -15.1 -0.384    18.74 19.06 01a58918o0614o   0x0000           5     21.901035
58934.476030 17.593889      NaN     101.0     79 o    0     0.87 210.91067 54.31166  8723.58  3055.06 2.48 2.32  -5.4 -0.370    17.26 18.78 01a58934o0545o  0x80000           5     79.747447
58934.479313 18.438271      NaN     -53.0     51 o    0     1.21 210.91067 54.31166  8702.67  3015.39 2.36 2.13  -5.4 -0.370    17.69 19.12 01a58934o0552o  0x80000           5     52.150315
58934.484933 15.995083      NaN     419.0    346 o    0     1.05 210.91067 54.31166  8761.35  3096.36 2.34 2.17  -7.4 -0.378    16.08 17.45 01a58934o0564o 0x400802           5    346.171425
58934.496263 17.203704      NaN    -129.0    159 o    0     1.16 210.91067 54.31166  8778.83  2979.93 2.30 2.06 -10.1 -0.384    16.45 17.81 01a58934o0588o  0x80000           5    159.372693
58938.620228 19.631075      NaN     -13.0     17 o    0     1.04 210.91067 54.31166  8783.93  7772.42 2.22 1.94  74.0 -0.391    19.13 20.26 01a58938o0529o   0x0000           5     20.190476
58938.623650 20.009244      NaN      -7.0     12 o    0     1.11 210.91067 54.31166  8811.54  7821.31 2.05 1.83  78.7 -0.393    19.51 20.62 01a58938o0536o  0x80000           5     16.206645
58938.629099 20.103715      NaN     -12.0     11 o    0     1.39 210.91067 54.31166  8764.28  7763.39 2.16 1.97  68.1 -0.391    19.43 20.54 01a58938o0547o   0x0000           5     15.480805
58938.633067 19.950541      NaN       7.0     12 o    0     1.53 210.91067 54.31166  8755.07  7892.84 2.13 1.97  66.9 -0.386    19.30 20.36 01a58938o0555o   0x0000           5     16.206645
58942.478448 19.631075      NaN     -22.0     17 o    0     1.11 210.91067 54.31166  9751.97  7471.49 2.88 2.44 -89.7 -0.390    19.12 20.16 01a58942o0302o   0x0000           5     20.190476
58942.481706 19.569016      NaN      -1.0     18 o    0     0.95 210.91067 54.31166  9773.87  7506.77 2.95 2.35 -87.9 -0.392    19.04 20.15 01a58942o0309o   0x0000           5     21.039376
58942.487277 19.384550      NaN       6.0     21 o    0     0.89 210.91067 54.31166  9713.46  7432.61 3.01 2.52  89.9 -0.396    19.03 20.21 01a58942o0321o  0x80000           5     23.657035
58942.497940 19.212347      NaN      26.0     18 o    0     1.10 210.91067 54.31166  9699.71  7549.67 2.44 2.09  12.3 -0.398    19.20 20.11 01a58942o0343o   0x0000           5     21.039376
58946.489013 19.089302      NaN      -4.0     28 o    0     1.20 210.91067 54.31166  5262.55  3586.70 2.05 2.00 -40.6 -0.400    18.51 18.66 01a58946o0543o   0x0000           5     30.044223
58946.494274 18.582238      NaN      34.0     35 o    0     0.86 210.91067 54.31166  5284.37  3624.44 2.13 2.00  -9.7 -0.392    18.49 18.63 01a58946o0554o  0x80000           5     36.655904
58946.497177 18.417189      NaN      71.0     30 o    0     0.84 210.91067 54.31166  5226.71  3546.26 2.06 1.99 -19.3 -0.402    18.47 18.65 01a58946o0560o   0x0000           5     31.916380
58946.507521 19.051202      NaN     -47.0     29 o    0     0.84 210.91067 54.31166  5212.70  3662.71 2.06 2.02 -19.1 -0.406    18.49 18.65 01a58946o0582o   0x0000           5     30.978304
58950.458029 19.696897      NaN      -4.0     16 o    0     0.94 210.91067 54.31166  5258.54  3587.33 2.32 1.87  -8.1 -0.409    19.23 20.02 01a58950o0501o  0x80000           5     19.356015
58950.461250 19.696897      NaN     -13.0     16 o    0     0.96 210.91067 54.31166  5279.31  3626.10 2.33 1.90  -6.6 -0.401    19.21 20.01 01a58950o0508o   0x0000           5     19.356015
58950.467417 19.766969      NaN       1.0     15 o    0     0.98 210.91067 54.31166  5270.94  7014.59 1.98 1.90 -19.7 -0.410    19.31 20.01 01a58950o0521o   0x0000           5     18.537943
58950.480561 19.922338      NaN     -24.0     13 o    0     1.46 210.91067 54.31166  5210.99  3663.33 2.24 1.87  -7.7 -0.402    19.26 20.04 01a58950o0548o  0x80000           5     16.960405
58954.605333 17.430723      NaN      44.0    116 o    0     1.09 210.91067 54.31166  8142.52  9320.50 2.29 2.11   3.0 -0.357    16.69 17.30 01a58954o0308o  0x80000           5    116.510323
58954.609447 16.712347      NaN     149.0    202 o    0     1.41 210.91067 54.31166  8165.49  9360.95 2.25 2.05  13.2 -0.420    16.22 16.82 01a58954o0316o 0x400902           5    202.293488
58954.616844 18.376212      NaN      -9.0     54 o    0     1.34 210.91067 54.31166  8098.46  9285.56 2.35 2.14 -80.0 -0.366    17.82 18.77 01a58954o0331o   0x0000           5     55.087706
58954.624035 19.014394      NaN      -4.0     30 o    0     1.42 210.91067 54.31166  8077.30  9405.88 2.32 2.15 -75.8 -0.389    18.27 19.30 01a58954o0345o  0x80000           5     31.916380
58962.422385 19.529530      NaN      19.0     14 o    0     1.13 210.91067 54.31166  6954.41  4755.67 3.17 2.45  -0.6 -0.296    19.21 20.60 01a58962o0419o   0x0000           5     17.738527
58962.425482 19.766969      NaN       3.0     15 o    0     0.93 210.91067 54.31166  6932.84  4716.78 3.11 2.53   1.9 -0.319    19.21 20.61 01a58962o0425o   0x0000           5     18.537943
58962.430754 19.894850      NaN       9.0     12 o    0     1.29 210.91067 54.31166  3525.45  5778.95 2.59 2.15  -5.1 -0.345    19.28 20.56 01a58962o0436o   0x0000           5     16.206645
