         MJD         m       dm      uJy  duJy F  err   chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask  uJy_offset    duJy_new
58964.475522 20.071303      NaN      4.0    10 c    0    1.09 210.91067 54.31166  7183.36  6837.10 2.63 2.56  42.2 -0.395    19.59 21.44 02a58964o0523c  0x80000           0   13.089795
58984.385056 20.449472      NaN    -11.0     8 c    0    1.74 210.91067 54.31166  1462.63  6789.19 2.37 2.24  11.1 -0.404    19.75 21.72 02a58984o0250c   0x0000           0   11.633690
58984.388259 20.171596      NaN      1.0    10 c    0    1.15 210.91067 54.31166  1444.28  6748.45 2.37 2.20 -51.0 -0.415    19.79 21.70 02a58984o0257c   0x0000           0   13.089795
58984.393747 20.103715      NaN      6.0     9 c    0    1.46 210.91067 54.31166  1502.06  6825.29 2.38 2.21 -48.3 -0.421    19.78 21.71 02a58984o0269c   0x0000           0   12.342720
58984.404468 19.922338      NaN     12.0     9 c    0    1.39 210.91067 54.31166  1527.40  6707.61 2.37 2.20 -45.9 -0.416    19.79 21.73 02a58984o0290c  0x80000           0   12.342720
58988.407142 20.009244      NaN     -6.0    12 c    0    0.76 210.91067 54.31166  6729.22  3124.41 2.59 2.29  35.4 -0.390    19.71 21.63 02a58988o0375c   0x0000           0   14.674561
58988.410344 20.103715      NaN     -5.0    11 c    0    1.12 210.91067 54.31166  6711.95  3085.77 2.44 2.34  34.9 -0.395    19.73 21.61 02a58988o0382c  0x80000           0   13.868769
58988.415874 20.207197      NaN    -15.0    10 c    0    1.37 210.91067 54.31166  6769.62  3162.40 2.44 2.31  38.4 -0.393    19.70 21.59 02a58988o0394c   0x0000           0   13.089795
58988.427368 20.207197      NaN    -15.0    10 c    0    1.51 210.91067 54.31166  6794.18  3049.42 2.36 2.34  80.7 -0.396    19.72 21.59 02a58988o0419c   0x0000           0   13.089795
58992.358373 19.743105      NaN     10.0    12 c    0    0.77 210.91067 54.31166  6735.60  3131.76 2.63 2.41  33.3 -0.389    19.73 21.75 02a58992o0269c  0x80000           0   14.674561
58992.361575 19.569016      NaN     21.0    11 c    0    1.22 210.91067 54.31166  6715.68  3091.89 2.55 2.36  32.6 -0.393    19.72 21.74 02a58992o0276c  0x80000           0   13.868769
58992.367526 20.207197      NaN     -7.0    10 c    0    1.13 210.91067 54.31166  6774.13  3169.51 2.59 2.40  31.5 -0.386    19.74 21.75 02a58992o0289c   0x0000           0   13.089795
58992.401785 20.103715      NaN     -2.0    11 c    0    0.95 210.91067 54.31166  6790.85  3050.44 2.64 2.38  29.0 -0.384    19.70 21.75 02a58992o0362c   0x0000           0   13.868769
59011.354173 19.979496      NaN      7.0    10 c    0    1.33 210.91067 54.31166  9037.27  6887.38 3.00 2.95  56.9 -0.382    19.64 21.96 02a59011o0241c   0x0000           0   13.089795
59011.357398 19.569016      NaN     18.0    12 c    0    1.12 210.91067 54.31166  9015.75  6841.76 2.93 2.86  55.7 -0.384    19.67 21.95 02a59011o0248c  0x80000           0   14.674561
59011.363858 20.009244      NaN    -13.0    12 c    0    1.01 210.91067 54.31166  9072.39  6922.88 2.94 2.90  48.9 -0.385    19.68 21.95 02a59011o0262c  0x80000           0   14.674561
59011.384568 19.674510      NaN      7.0    14 c    0    1.14 210.91067 54.31166  9084.23  6804.29 3.91 3.56  31.1 -0.330    19.44 21.95 02a59011o0306c  0x80000           0   16.350619
59015.333919 20.071303      NaN      4.0    10 c    0    1.10 210.91067 54.31166  9036.42  6881.90 2.65 2.57  58.0 -0.399    19.78 21.91 02a59015o0200c   0x0000           0   13.089795
59015.337583 19.868040      NaN      8.0    11 c    0    0.92 210.91067 54.31166  9017.63  6841.01 2.63 2.55  63.9 -0.398    19.79 21.90 02a59015o0208c  0x80000           0   13.868769
59015.343104 20.103715      NaN    -14.0    11 c    0    1.10 210.91067 54.31166  9071.38  6921.91 2.76 2.45  36.0 -0.390    19.78 21.90 02a59015o0220c  0x80000           0   13.868769
59015.354141 20.321591      NaN     -3.0     9 c    0    1.66 210.91067 54.31166  9090.48  6807.31 2.69 2.59  67.9 -0.396    19.76 21.87 02a59015o0244c  0x80000           0   12.342720
59020.330908 20.103715      NaN     -7.0    11 c    0    0.90 210.91067 54.31166  6565.24   982.33 2.45 2.32 -69.4 -0.404    19.50 21.38 02a59020o0132c   0x0000           0   13.868769
59020.334109 20.321591      NaN      0.0     9 c    0    1.03 210.91067 54.31166  6544.67   942.11 2.44 2.30 -64.1 -0.401    19.75 21.74 02a59020o0139c   0x0000           0   12.342720
59020.341236 20.009244      NaN    -21.0    12 c    0    0.92 210.91067 54.31166  6604.39  1022.98 2.54 2.42  87.7 -0.392    19.60 21.65 02a59020o0154c  0x80000           0   14.674561
59020.352367 19.816329      NaN      1.0    14 c    0    1.34 210.91067 54.31166  6623.41   899.73 2.36 2.31 -83.9 -0.405    19.43 21.35 02a59020o0178c   0x0000           0   16.350619
59040.285251 19.696897      NaN      9.0    13 c    0    1.02 210.91067 54.31166  8738.08  3095.51 2.87 2.73 -61.9 -0.377    19.58 21.62 02a59040o0091c   0x0000           0   15.502991
59040.288469 19.894850      NaN      4.0    12 c    0    0.98 210.91067 54.31166  8718.36  3055.40 2.82 2.71 -57.8 -0.372    19.58 21.62 02a59040o0098c   0x0000           0   14.674561
59040.295427 19.950541      NaN      5.0    11 c    0    1.17 210.91067 54.31166  8777.79  3133.02 2.74 2.65 -59.9 -0.378    19.70 21.65 02a59040o0113c  0x80000           0   13.868769
59040.306084 19.491430      NaN     22.0    12 c    0    0.94 210.91067 54.31166  8799.15  3015.26 2.80 2.70  41.0 -0.379    19.65 21.66 02a59040o0136c   0x0000           0   14.674561
59044.317072 20.009244      NaN      6.0    10 c    0    1.26 210.91067 54.31166   789.61  3026.58 2.48 2.27 -55.6 -0.400    19.71 21.76 02a59044o0158c   0x0000           0   13.089795
59044.320832 20.321591      NaN    -12.0     9 c    0    1.20 210.91067 54.31166   767.95  2986.53 2.53 2.34 -61.3 -0.402    19.68 21.77 02a59044o0166c   0x0000           0   12.342720
59044.327714 20.009244      NaN    -12.0    12 c    0    0.94 210.91067 54.31166   830.53  3064.66 2.61 2.46 -60.5 -0.405    19.62 21.76 02a59044o0181c   0x0000           0   14.674561
59044.337475 20.103715      NaN    -15.0    11 c    0    1.23 210.91067 54.31166   853.67  2944.27 2.75 2.44 -57.4 -0.397    19.60 21.71 02a59044o0202c  0x80000           0   13.868769
59048.285981 19.979496      NaN     10.0     9 c    0    1.50 210.91067 54.31166   795.84  3030.94 2.55 2.35  33.8 -0.395    19.64 21.53 02a59048o0095c   0x0000           0   12.342720
59048.290126 19.922338      NaN      3.0    12 c    0    1.22 210.91067 54.31166   775.07  2992.26 2.65 2.36  36.5 -0.389    19.44 21.30 02a59048o0104c   0x0000           0   14.674561
59048.296595 20.103715      NaN     -1.0    11 c    0    1.14 210.91067 54.31166   834.06  3065.68 2.56 2.32  35.6 -0.393    19.57 21.51 02a59048o0118c  0x80000           0   13.868769
59048.308077 20.207197      NaN     -7.0    10 c    0    1.00 210.91067 54.31166   857.89  2946.14 2.36 2.33  15.8 -0.405    19.68 21.65 02a59048o0143c   0x0000           0   13.089795
59108.240914 19.472870      NaN     20.0    13 c    0    1.36 210.91067 54.31166  4755.66  3200.40 2.37 2.34  60.9 -0.401    19.32 20.86 02a59108o0046c   0x0000           0   15.502991
59108.246004 19.652575      NaN      2.0    16 c    0    1.06 210.91067 54.31166  4735.36  3173.50 2.56 2.40  37.5 -0.391    19.27 20.84 02a59108o0057c  0x80000           0   18.092616
59108.250126 19.743105      NaN      1.0    15 c    0    1.03 210.91067 54.31166  4794.93  3244.76 2.42 2.39  51.4 -0.395    19.30 20.84 02a59108o0066c   0x0000           0   17.214608
59108.260706 19.569016      NaN     -5.0    18 c    0    0.75 210.91067 54.31166  4814.40  3134.65 2.62 2.44 -52.2 -0.395    19.22 20.80 02a59108o0089c   0x0000           0   19.883228
59206.608827 20.207197      NaN    -14.0    10 c    0    1.11 210.91067 54.31166  4767.00  3187.96 2.53 2.47 -30.7 -0.370    19.71 21.84 01a59206o0880c   0x0000           0   13.089795
59206.612058 20.171596      NaN      1.0    10 c    0    1.15 210.91067 54.31166  4745.05  3153.07 2.57 2.51 -32.3 -0.367    19.69 21.85 01a59206o0887c   0x0000           0   13.089795
59206.617585 19.766969      NaN     12.0    11 c    0    0.95 210.91067 54.31166  4806.21  3229.49 2.73 2.64  -7.9 -0.359    19.62 21.85 01a59206o0899c  0x80000           0   13.868769
59206.631405 20.103715      NaN     -6.0    11 c    0    1.04 210.91067 54.31166  4824.60  3117.65 2.76 2.58  21.5 -0.358    19.63 21.85 01a59206o0929c  0x80000           0   13.868769
59208.639885 19.922338      NaN      3.0    12 c    0    1.08 210.91067 54.31166  8797.80  1656.92 2.61 2.33 -54.2 -0.407    19.68 21.64 02a59208o0962c  0x80000           0   14.674561
59208.650450 20.103715      NaN    -13.0    11 c    0    1.05 210.91067 54.31166  8818.16  1695.90 2.61 2.34 -53.8 -0.404    19.70 21.65 02a59208o0985c  0x80000           0   13.868769
59208.655955 20.103715      NaN      0.0    11 c    0    1.00 210.91067 54.31166  8763.60  1622.60 2.58 2.31 -55.3 -0.401    19.67 21.61 02a59208o0997c   0x0000           0   13.868769
59208.664725 19.841877      NaN    -11.0    14 c    0    1.08 210.91067 54.31166  8745.31  1743.30 2.57 2.34 -56.5 -0.404    19.41 20.84 02a59208o1016c   0x0000           0   16.350619
59228.630646 20.071303      NaN      4.0    10 c    0    1.29 210.91067 54.31166  7495.99  5595.10 2.68 2.51  50.2 -0.390    19.74 21.88 02a59228o0867c   0x0000           0   13.089795
59228.633851 20.009244      NaN    -27.0    12 c    0    0.91 210.91067 54.31166  7516.20  5633.41 2.71 2.51  48.7 -0.388    19.72 21.88 02a59228o0874c   0x0000           0   14.674561
59228.650265 20.103715      NaN    -30.0    11 c    0    0.83 210.91067 54.31166  7464.07  5559.68 2.70 2.49  48.1 -0.390    19.76 21.90 02a59228o0909c  0x80000           0   13.868769
59228.658974 20.103715      NaN     -5.0    11 c    0    1.00 210.91067 54.31166  7444.85  5676.86 2.69 2.45  45.7 -0.392    19.80 21.83 02a59228o0928c   0x0000           0   13.868769
59230.596813 20.207197      NaN     -4.0    10 c    0    0.97 210.91067 54.31166  3646.47  8725.73 2.94 2.60 -76.6 -0.397    19.72 22.31 01a59230o0856c  0x80000           0   13.089795
59230.600047 20.207197      NaN    -12.0    10 c    0    1.31 210.91067 54.31166  3627.13  8688.10 2.90 2.59 -77.2 -0.395    19.77 22.33 01a59230o0863c  0x80000           0   13.089795
59230.605590 20.103715      NaN      3.0    10 c    0    0.91 210.91067 54.31166  3685.38  8761.47 2.80 2.62 -83.6 -0.389    19.76 22.34 01a59230o0875c   0x0000           0   13.089795
59230.615358 20.321591      NaN     -3.0     9 c    0    1.09 210.91067 54.31166  3703.82  8645.64 2.75 2.58 -80.9 -0.393    19.78 22.39 01a59230o0896c  0x80000           0   12.342720
59238.585766 20.207197      NaN     -1.0    10 c    0    0.72 210.91067 54.31166  1134.40  5143.74 2.29 2.19 -63.9 -0.397    19.95 22.17 01a59238o0765c  0x80000           0   13.089795
59238.588065 20.009244      NaN      6.0    10 c    0    0.83 210.91067 54.31166  1114.31  5106.60 2.37 2.29 -67.2 -0.389    19.94 22.16 01a59238o0770c   0x0000           0   13.089795
59238.590826 20.137125      NaN      5.0     9 c    0    1.70 210.91067 54.31166  1173.21  5183.60 2.39 2.33 -75.4 -0.385    19.95 22.18 01a59238o0776c   0x0000           0   12.342720
59238.595897 20.207197      NaN     -1.0    10 c    0    1.05 210.91067 54.31166  1192.25  5065.59 2.46 2.42 -78.9 -0.383    19.88 22.19 01a59238o0787c   0x0000           0   13.089795
59254.582395 20.009244      NaN     -3.0    12 c    0    1.53 210.91067 54.31166   379.08  1410.25 2.77 2.47  45.0 -0.394    19.64 22.07 01a59254o0809c  0x80000           0   14.674561
59254.584237 19.766969      NaN      6.0    13 c    0    0.91 210.91067 54.31166   351.21  1375.75 2.60 2.34  67.1 -0.430    19.62 22.01 01a59254o0813c  0x80000           0   15.502991
59254.587068 18.921935      NaN     26.0    24 c    0    0.63 210.91067 54.31166   418.17  1448.33 2.52 2.31  65.9 -0.427    19.24 21.52 01a59254o0819c   0x0000           0   25.442931
59254.593104 20.171596      NaN      4.0     9 c    0    1.56 210.91067 54.31166   435.34  1330.63 2.50 2.28  67.5 -0.427    19.76 22.16 01a59254o0832c   0x0000           0   12.342720
59256.529166 19.696897      NaN     18.0    10 c    0    1.18 210.91067 54.31166  5333.85  3589.27 2.50 2.34  47.3 -0.402    19.79 21.98 02a59256o0695c  0x80000           0   13.089795
59256.532384 19.868040      NaN     11.0    10 c    0    1.14 210.91067 54.31166  5353.14  3628.74 2.63 2.39  45.7 -0.397    19.76 21.98 02a59256o0702c  0x80000           0   13.089795
59256.537897 20.071303      NaN      1.0    11 c    0    0.78 210.91067 54.31166  5296.71  3551.74 2.56 2.33  43.1 -0.401    19.81 21.97 02a59256o0714c  0x80000           0   13.868769
59256.543014 20.207197      NaN      0.0    10 c    0    1.01 210.91067 54.31166  5278.37  3667.34 2.62 2.40  46.2 -0.397    19.76 21.98 02a59256o0725c  0x80000           0   13.089795
59258.571978 20.282105 0.348987     28.0     9 c    0    1.36 210.91067 54.31166  7144.26  6881.96 2.55 2.52  66.3 -0.368    19.75 22.04 01a59258o0790c   0x0000           0   12.342720
59258.573832 20.207197      NaN     -1.0    10 c    0    0.88 210.91067 54.31166  7128.91  6839.75 2.73 2.59  43.8 -0.356    19.73 22.03 01a59258o0794c   0x0000           0   13.089795
59258.576596 20.405150      NaN      1.0     8 c    0    1.51 210.91067 54.31166  7184.46  6919.71 2.70 2.64  62.7 -0.366    19.74 22.04 01a59258o0800c  0x80000           0   11.633690
59258.582589 19.791368      NaN     14.0    10 c    0    0.87 210.91067 54.31166  7201.70  6805.23 2.52 2.48  79.1 -0.375    19.80 22.04 01a59258o0813c  0x80000           0   13.089795
59262.501830 20.449472      NaN     -3.0     8 c    0    1.17 210.91067 54.31166  7141.80  6882.23 2.40 2.25 -88.4 -0.394    19.77 21.77 01a59262o0623c  0x80000           0   11.633690
59262.504607 20.449472      NaN     -2.0     8 c    0    1.25 210.91067 54.31166  7123.03  6842.52 2.40 2.28 -87.5 -0.390    19.78 21.82 01a59262o0629c   0x0000           0   11.633690
59262.508306 20.321591      NaN     -8.0     9 c    0    1.20 210.91067 54.31166  7181.41  6919.77 2.46 2.36  83.3 -0.379    19.75 21.86 01a59262o0637c  0x80000           0   12.342720
59262.514297 20.103715      NaN     -5.0    11 c    0    0.78 210.91067 54.31166  7199.69  6803.64 2.49 2.41  85.9 -0.374    19.77 21.85 01a59262o0650c  0x80000           0   13.868769
59288.544037 19.979496      NaN      1.0    12 c    0    1.04 210.91067 54.31166  5482.18  8629.93 2.43 2.34  52.5 -0.408    19.81 21.80 02a59288o0704c  0x80000           0   14.674561
59288.579411 19.609992      NaN     19.0    11 c    0    0.88 210.91067 54.31166  5459.66  8589.30 2.56 2.31  34.1 -0.396    19.77 21.76 02a59288o0780c  0x80000           0   13.868769
59288.607793 19.419021      NaN     11.0    17 c    0    1.22 210.91067 54.31166  5510.75  8663.10 2.61 2.36  33.4 -0.390    18.70 20.56 02a59288o0841c  0x80000           0   18.982696
59288.632589 19.766969      NaN     12.0    11 c    0    1.32 210.91067 54.31166  5525.70  8543.22 2.78 2.35  41.1 -0.386    19.67 21.69 02a59288o0894c  0x80000           0   13.868769
59292.459472 19.743105      NaN     16.0    10 c    0    0.97 210.91067 54.31166  1710.44  5348.41 2.49 2.30  55.8 -0.413    19.75 21.80 02a59292o0510c  0x80000           0   13.089795
59292.462673 20.207197      NaN    -16.0    10 c    0    0.93 210.91067 54.31166  1733.61  5388.03 2.46 2.31  60.6 -0.409    19.74 21.78 02a59292o0517c   0x0000           0   13.089795
59292.466844 20.071303      NaN      1.0    11 c    0    0.93 210.91067 54.31166  1673.01  5308.71 2.59 2.36  48.1 -0.401    19.72 21.79 02a59292o0526c   0x0000           0   13.868769
59292.473270 20.103715      NaN    -23.0    11 c    0    1.15 210.91067 54.31166  1654.72  5423.93 2.52 2.31  48.3 -0.404    19.74 21.81 02a59292o0540c   0x0000           0   13.868769
59292.649611 19.569016      NaN     -7.0    18 c    0    0.99 210.91067 54.31166  8885.51  5196.56 2.51 2.32  36.5 -0.396    19.18 20.41 02a59292o0918c   0x0000           0   19.883228
59310.449546 19.979496      NaN      7.0    10 c    0    1.23 210.91067 54.31166  9044.86  6851.91 2.61 2.41  87.6 -0.400    20.01 21.98 01a59310o0425c   0x0000           0   13.089795
59310.451851 20.449472      NaN    -10.0     8 c    0    1.54 210.91067 54.31166  9025.42  6812.40 2.58 2.43 -85.1 -0.393    20.03 21.99 01a59310o0430c   0x0000           0   11.633690
59310.455624 20.321591      NaN     -7.0     9 c    0    1.03 210.91067 54.31166  9087.36  6889.34 2.54 2.41  87.4 -0.394    20.01 21.99 01a59310o0438c  0x80000           0   12.342720
59310.464868 19.766969      NaN     15.0    10 c    0    0.95 210.91067 54.31166  9103.61  6773.46 2.62 2.55 -83.4 -0.385    19.96 22.08 01a59310o0457c  0x80000           0   13.089795
59314.443833 20.449472      NaN      0.0     8 c    0    1.50 210.91067 54.31166  6537.59   967.39 2.46 2.29   5.8 -0.392    19.96 21.85 01a59314o0481c   0x0000           0   11.633690
59314.445680 20.321591      NaN    -11.0     9 c    0    1.42 210.91067 54.31166  6518.37   928.19 2.67 2.39  -6.2 -0.369    19.94 21.88 01a59314o0485c   0x0000           0   12.342720
59314.448467 20.171596      NaN      1.0    10 c    0    1.04 210.91067 54.31166  6580.08  1007.13 2.62 2.37  -2.3 -0.372    19.95 21.87 01a59314o0491c  0x80000           0   13.089795
59314.453560 20.321591      NaN     -1.0     9 c    0    1.00 210.91067 54.31166  6595.04   893.99 2.40 2.20 -18.9 -0.396    19.97 21.86 01a59314o0502c   0x0000           0   12.342720
59318.482085 20.282105      NaN      4.0     8 c    0    1.10 210.91067 54.31166  4041.94  9617.55 2.42 2.28 -41.2 -0.387    19.76 21.52 01a59318o0559c  0x80000           0   11.633690
59318.517343 20.137125      NaN      2.0    10 c    0    1.03 210.91067 54.31166  4069.12  9651.31 2.29 2.10 -51.4 -0.388    19.89 21.56 01a59318o0635c  0x80000           0   13.089795
59318.520566 20.207197      NaN      6.0     8 c    0    1.24 210.91067 54.31166  4009.62  9573.53 2.28 2.08 -45.1 -0.388    19.89 21.57 01a59318o0642c  0x80000           0   11.633690
59318.543605 20.449472      NaN    -10.0     8 c    0    1.62 210.91067 54.31166  3995.46  9687.34 2.28 2.10 -53.4 -0.387    19.86 21.46 01a59318o0691c  0x80000           0   11.633690
59322.408613 20.449472      NaN    -10.0     8 c    0    1.16 210.91067 54.31166  3072.20  4982.96 2.30 2.21 -82.0 -0.395    19.96 21.79 01a59322o0383c   0x0000           0   11.633690
59322.410910 20.594452      NaN    -15.0     7 c    0    1.82 210.91067 54.31166  3052.36  4944.71 2.29 2.17 -84.1 -0.398    19.97 21.80 01a59322o0388c   0x0000           0   10.970084
59322.414135 20.449472      NaN     -4.0     8 c    0    1.44 210.91067 54.31166  3109.99  5020.28 2.24 2.12 -74.7 -0.401    19.99 21.81 01a59322o0395c   0x0000           0   11.633690
59322.419674 20.449472      NaN     -1.0     8 c    0    1.05 210.91067 54.31166  3128.43  4905.12 2.33 2.19 -67.1 -0.399    19.92 21.79 01a59322o0407c   0x0000           0   11.633690
59344.419514 20.103715      NaN    -14.0    11 c    0    1.11 210.91067 54.31166  1123.41  5159.17 2.37 2.24 -41.2 -0.422    19.73 21.69 02a59344o0385c   0x0000           0   13.868769
59344.423635 20.103715      NaN     -8.0    11 c    0    1.08 210.91067 54.31166  1103.85  5120.46 2.39 2.26 -41.4 -0.418    19.71 21.70 02a59344o0394c   0x0000           0   13.868769
59344.429702 19.529530      NaN     23.0    11 c    0    1.04 210.91067 54.31166  1164.33  5193.99 2.40 2.26 -46.4 -0.423    19.71 21.72 02a59344o0407c   0x0000           0   13.868769
59344.462022 19.816329      NaN     10.0    11 c    0    1.34 210.91067 54.31166  1182.49  5071.25 2.33 2.28 -18.3 -0.419    19.69 21.62 02a59344o0474c   0x0000           0   13.868769
59370.364702 20.449472      NaN     -6.0     8 c    0    1.15 210.91067 54.31166  1988.13  9681.69 2.28 2.04 -63.0 -0.403    19.99 22.07 01a59370o0279c  0x80000           0   11.633690
59370.367930 20.321591      NaN    -10.0     9 c    0    0.78 210.91067 54.31166  2009.55  9720.86 2.32 2.08 -64.5 -0.403    20.00 22.06 01a59370o0286c  0x80000           0   12.342720
59370.374378 20.071303      NaN     10.0     8 c    0    1.29 210.91067 54.31166  1947.39  9640.76 2.25 1.99 -65.0 -0.406    20.01 22.04 01a59370o0300c  0x80000           0   11.633690
59370.408119 20.321591      NaN     -4.0     9 c    0    1.09 210.91067 54.31166  1931.94  9754.15 2.38 2.12 -61.7 -0.407    19.96 22.00 01a59370o0367c  0x80000           0   12.342720
59374.345057 20.449472      NaN     -5.0     8 c    0    1.70 210.91067 54.31166  1989.36  9684.58 2.45 2.21 -61.4 -0.392    19.98 22.03 01a59374o0234c  0x80000           0   11.633690
59374.348286 20.449472      NaN      0.0     8 c    0    1.41 210.91067 54.31166  2010.72  9722.78 2.30 2.10 -65.3 -0.402    19.98 22.02 01a59374o0241c  0x80000           0   11.633690
59374.353832 20.449472      NaN     -3.0     8 c    0    1.23 210.91067 54.31166  1952.19  9644.52 2.31 2.10 -53.9 -0.390    19.99 22.02 01a59374o0253c   0x0000           0   11.633690
59374.364434 20.321591      NaN      3.0     8 c    0    1.07 210.91067 54.31166  1931.72  9759.61 2.38 2.11 -62.1 -0.402    19.97 22.04 01a59374o0276c  0x80000           0   11.633690
59378.326788 20.321591      NaN      3.0     8 c    0    1.27 210.91067 54.31166  5014.09  1947.86 2.15 2.08  53.4 -0.401    19.98 21.72 01a59378o0193c   0x0000           0   11.633690
59378.330008 20.171596      NaN      1.0    10 c    0    0.82 210.91067 54.31166  5034.98  1988.33 2.17 2.12  32.1 -0.400    19.93 21.73 01a59378o0200c   0x0000           0   13.089795
59378.335546 20.207197      NaN      3.0     9 c    0    1.66 210.91067 54.31166  4978.99  1910.04 2.21 2.11  20.0 -0.398    19.97 21.75 01a59378o0212c   0x0000           0   12.342720
59378.348438 20.594452      NaN      0.0     7 c    0    1.36 210.91067 54.31166  4964.39  2025.26 2.23 2.16  11.3 -0.391    19.97 21.87 01a59378o0240c   0x0000           0   10.970084
59404.284177 19.766969      NaN     12.0    11 c    0    1.32 210.91067 54.31166  1752.88  8907.54 2.63 1.98 -48.8 -0.448    19.74 21.54 02a59404o0088c   0x0000           0   13.868769
59404.287411 20.103715      NaN     -1.0    11 c    0    0.99 210.91067 54.31166  1732.98  8868.74 2.67 2.01 -50.2 -0.440    19.73 21.54 02a59404o0095c   0x0000           0   13.868769
59404.292910 19.841877      NaN      9.0    11 c    0    1.12 210.91067 54.31166  1787.39  8941.43 2.61 2.07 -50.9 -0.431    19.70 21.51 02a59404o0107c   0x0000           0   13.868769
59404.302990 19.868040      NaN      2.0    13 c    0    0.91 210.91067 54.31166  1807.49  8822.34 2.68 2.07 -50.0 -0.436    19.66 21.51 02a59404o0129c   0x0000           0   15.502991
59408.274563 20.009244      NaN    -14.0    12 c    0    0.93 210.91067 54.31166  1755.41  8906.72 2.59 2.03 -48.8 -0.439    19.66 21.40 02a59408o0068c   0x0000           0   14.674561
59408.277767 19.922338      NaN     -3.0    13 c    0    0.90 210.91067 54.31166  1734.09  8867.56 2.61 2.15 -52.0 -0.422    19.64 21.42 02a59408o0075c   0x0000           0   15.502991
59408.283262 20.009244      NaN     -8.0    12 c    0    0.89 210.91067 54.31166  1789.07  8942.51 2.58 2.16 -51.2 -0.430    19.62 21.42 02a59408o0087c   0x0000           0   14.674561
59408.295675 19.816329      NaN      4.0    13 c    0    1.21 210.91067 54.31166  1810.81  8821.74 2.52 2.08 -47.9 -0.435    19.67 21.47 02a59408o0114c   0x0000           0   15.502991
59426.249901 20.009244      NaN     -4.0    12 c    0    1.05 210.91067 54.31166  6878.34  1791.80 2.36 2.16 -72.8 -0.407    19.54 20.73 01a59426o0032c   0x0000           0   14.674561
59426.253177 20.207197      NaN     -4.0    10 c    0    1.39 210.91067 54.31166  6897.37  1831.79 2.40 2.20 -74.5 -0.404    19.71 21.20 01a59426o0039c  0x80000           0   13.089795
59426.258716 20.282105      NaN      1.0     9 c    0    1.32 210.91067 54.31166  6843.09  1756.71 2.29 2.16 -72.8 -0.405    19.86 21.60 01a59426o0051c  0x80000           0   12.342720
59426.272762 20.137125      NaN      5.0     9 c    0    1.29 210.91067 54.31166  6826.96  1874.29 2.31 2.17 -75.0 -0.407    19.88 21.67 01a59426o0081c  0x80000           0   12.342720
59430.242183 19.256669      NaN     -2.0    24 c    0    1.53 210.91067 54.31166  6878.50  1796.46 2.31 2.17 -36.3 -0.389    18.64 19.07 01a59430o0020c   0x0000           0   25.442931
59430.244954 19.334813      NaN     13.0    18 c    0    0.96 210.91067 54.31166  6898.66  1832.97 2.29 2.14 -75.5 -0.400    19.10 19.81 01a59430o0026c   0x0000           0   19.883228
59430.250541 20.207197      NaN    -10.0    10 c    0    1.62 210.91067 54.31166  6847.27  1758.98 2.31 2.15 -75.2 -0.398    19.66 20.96 01a59430o0038c   0x0000           0   13.089795
59430.260749 20.207197      NaN    -12.0    10 c    0    1.00 210.91067 54.31166  6828.96  1873.98 2.35 2.19 -80.2 -0.402    19.86 21.60 01a59430o0060c   0x0000           0   13.089795
59434.246925 19.631075      NaN      6.0    15 c    0    1.22 210.91067 54.31166  9424.50  5351.38 2.85 2.42 -84.2 -0.365    19.33 20.53 01a59434o0034c   0x0000           0   17.214608
59434.250609 20.171596      NaN      1.0    10 c    0    1.57 210.91067 54.31166  9444.80  5386.51 2.84 2.40 -87.2 -0.376    19.54 21.12 01a59434o0042c   0x0000           0   13.089795
59434.256155 20.009244      NaN    -16.0    12 c    0    1.09 210.91067 54.31166  9386.26  5316.39 2.78 2.39 -81.9 -0.380    19.71 21.52 01a59434o0054c   0x0000           0   14.674561
59434.267220 20.207197      NaN     -8.0    10 c    0    1.16 210.91067 54.31166  9369.71  5435.48 2.50 2.22 -79.5 -0.399    19.85 21.64 01a59434o0078c  0x80000           0   13.089795
59588.641428 19.791368      NaN      8.0    12 c    0    0.91 210.91067 54.31166  3834.69  7450.91 2.64 2.40  46.7 -0.398    19.65 21.81 02a59588o0978c   0x0000           0   14.674561
59588.646929 20.009244      NaN     -8.0    12 c    0    1.25 210.91067 54.31166  3855.55  7489.32 2.57 2.39  44.6 -0.407    19.61 21.81 02a59588o0990c   0x0000           0   14.674561
59588.658083 19.894850      NaN      4.0    12 c    0    1.07 210.91067 54.31166  3795.71  7410.08 2.56 2.35  45.7 -0.405    19.61 21.75 02a59588o1014c   0x0000           0   14.674561
59588.665789 20.009244      NaN     -4.0    12 c    0    1.27 210.91067 54.31166  3772.29  7529.62 2.65 2.37  46.6 -0.397    19.46 21.22 02a59588o1030c  0x80000           0   14.674561
59615.558656 19.696897      NaN     15.0    11 c    0    1.34 210.91067 54.31166  1522.87  3706.98 2.42 2.36  62.2 -0.422    19.60 21.48 02a59615o0775c   0x0000           0   13.868769
59615.561412 19.841877      NaN      6.0    12 c    0    1.14 210.91067 54.31166  1542.55  3746.03 2.41 2.34  54.7 -0.424    19.61 21.49 02a59615o0781c   0x0000           0   14.674561
59615.564167 20.321591      NaN     -6.0     9 c    0    1.67 210.91067 54.31166  1484.08  3666.24 2.54 2.37  44.3 -0.418    19.59 21.49 02a59615o0787c  0x80000           0   12.342720
