         MJD         m       dm     uJy    duJy   F  err   chi/N        RA      Dec        x        y  maj  min   phi  apfit  mag5sig   Sky            Obs     Mask     duJy_new
57620.277061 16.408721      NaN   143.0   283.0   o  0.0    0.13 210.89922 54.31833 10474.61  9028.25 4.77 3.43  85.9 -0.511    18.50 19.93 02a57620o0085o  0x80002   283.209561
57620.286887 17.014129      NaN   244.0   108.0   o  0.0    0.53 210.89922 54.31833 10447.79  8988.40 4.92 3.51  85.2 -0.518    18.39 19.81 02a57620o0103o  0x80000   108.547940
57620.299398 16.434191      NaN    93.0   292.0   o  0.0    0.13 210.89922 54.31833 10502.69  9070.74 5.16 3.64  86.9 -0.503    18.30 19.68 02a57620o0127o 0x400802   292.203106
57762.575567 19.102305      NaN     5.0    26.0   o  0.0    1.03 210.89922 54.31833  6035.71  2428.90 3.59 3.51 -75.4 -0.429    18.96 20.19 02a57762o0748o   0x0000    28.189632
57762.587569 19.351140      NaN   -19.0    22.0   o  0.0    0.92 210.89922 54.31833  6056.43  2470.55 3.55 3.41 -81.5 -0.435    19.22 20.65 02a57762o0770o   0x0000    24.549039
57762.598663 19.419021      NaN     5.0    19.0   o  0.0    1.03 210.89922 54.31833  6001.25  2394.89 3.56 3.44 -76.0 -0.433    19.50 21.20 02a57762o0791o   0x0000    21.901035
57762.609868 19.491430      NaN    10.0    16.0   o  0.0    1.19 210.89922 54.31833  5976.75  2512.34 3.53 3.41 -83.7 -0.432    19.58 21.35 02a57762o0812o  0x80000    19.356015
57762.621499 19.169763      NaN    21.0    19.0   o  0.0    1.04 210.89922 54.31833  6020.95  2454.59 3.59 3.46 -82.8 -0.430    19.55 21.33 02a57762o0834o  0x80000    21.901035
57766.588053 18.417189      NaN    30.0    42.0   o  0.0    1.06 210.89922 54.31833  8254.48  2300.48 3.54 3.21  87.7 -0.479    18.50 19.21 02a57766o0718o   0x0000    43.389576
57766.600816 18.675237      NaN   -13.0    41.0   o  0.0    1.12 210.89922 54.31833  8265.74  2342.40 3.55 3.17  89.3 -0.478    18.53 19.25 02a57766o0741o   0x0000    42.422345
57766.614587 18.757738      NaN   -14.0    38.0   o  0.0    1.07 210.89922 54.31833  8210.70  2268.49 3.55 3.25  85.3 -0.471    18.54 19.28 02a57766o0765o   0x0000    39.530435
57766.628115 18.481707      NaN    15.0    44.0   o  0.0    0.73 210.89922 54.31833  8196.05  2387.64 3.61 3.29  86.7 -0.468    18.55 19.32 02a57766o0789o   0x0000    45.328306
57766.640067 18.382935      NaN    35.0    42.0   o  0.0    0.82 210.89922 54.31833  8231.18  2329.74 3.58 3.27  86.6 -0.476    18.57 19.35 02a57766o0811o   0x0000    43.389576
