sigma_kern  peak_appmag  peak_flux sigma_sim  pct_detec_5.51  pct_detec_11.62  pct_detec_16.96  pct_detec_24.12  pct_detec_38.60  pct_detec_52.47  pct_detec_72.13  pct_detec_99.48
        80        21.16      12.50       250             NaN              NaN              NaN              NaN        64.097523              NaN              NaN              NaN
        80        20.79      17.55         5             NaN              NaN              NaN              NaN         0.000000              NaN              NaN              NaN
        80        20.79      17.55        20             NaN              NaN              NaN              NaN        19.849624              NaN              NaN              NaN
        80        20.79      17.55        40             NaN              NaN              NaN              NaN        52.329076              NaN              NaN              NaN
        80        20.79      17.55        80             NaN              NaN              NaN              NaN        81.372173              NaN              NaN              NaN
        80        20.79      17.55       110             NaN              NaN              NaN              NaN        87.121502              NaN              NaN              NaN
        80        20.79      17.55       150             NaN              NaN              NaN              NaN        89.410439              NaN              NaN              NaN
        80        20.79      17.55       200             NaN              NaN              NaN              NaN        91.221374              NaN              NaN              NaN
        80        20.79      17.55       250             NaN              NaN              NaN              NaN        92.001516              NaN              NaN              NaN
        80        20.42      24.64         5             NaN              NaN              NaN              NaN         0.080354              NaN              NaN              NaN
        80        20.42      24.64        20             NaN              NaN              NaN              NaN        36.130975              NaN              NaN              NaN
        80        20.42      24.64        40             NaN              NaN              NaN              NaN        81.039060              NaN              NaN              NaN
        80        20.42      24.64        80             NaN              NaN              NaN              NaN        96.640538              NaN              NaN              NaN
        80        20.42      24.64       110             NaN              NaN              NaN              NaN        98.333964              NaN              NaN              NaN
        80        20.42      24.64       150             NaN              NaN              NaN              NaN        99.055490              NaN              NaN              NaN
        80        20.42      24.64       200             NaN              NaN              NaN              NaN        99.153521              NaN              NaN              NaN
        80        20.42      24.64       250             NaN              NaN              NaN              NaN        98.424894              NaN              NaN              NaN
        80        20.05      34.59         5             NaN              NaN              NaN              NaN         3.355443              NaN              NaN              NaN
        80        20.05      34.59        20             NaN              NaN              NaN              NaN        60.511470              NaN              NaN              NaN
        80        20.05      34.59        40             NaN              NaN              NaN              NaN        94.000764              NaN              NaN              NaN
        80        20.05      34.59        80             NaN              NaN              NaN              NaN        99.810247              NaN              NaN              NaN
        80        20.05      34.59       110             NaN              NaN              NaN              NaN        99.884259              NaN              NaN              NaN
        80        20.05      34.59       150             NaN              NaN              NaN              NaN        99.961538              NaN              NaN              NaN
        80        20.05      34.59       200             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        20.05      34.59       250             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        19.68      48.56         5             NaN              NaN              NaN              NaN         8.431373              NaN              NaN              NaN
        80        19.68      48.56        20             NaN              NaN              NaN              NaN        84.160757              NaN              NaN              NaN
        80        19.68      48.56        40             NaN              NaN              NaN              NaN        99.580793              NaN              NaN              NaN
        80        19.68      48.56        80             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        19.68      48.56       110             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        19.68      48.56       150             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        19.68      48.56       200             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        19.68      48.56       250             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        19.32      68.18         5             NaN              NaN              NaN              NaN        21.894654              NaN              NaN              NaN
        80        19.32      68.18        20             NaN              NaN              NaN              NaN        96.066332              NaN              NaN              NaN
        80        19.32      68.18        40             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        19.32      68.18        80             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        19.32      68.18       110             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        19.32      68.18       150             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        19.32      68.18       200             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        19.32      68.18       250             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.95      95.73         5             NaN              NaN              NaN              NaN        40.567108              NaN              NaN              NaN
        80        18.95      95.73        20             NaN              NaN              NaN              NaN        99.340062              NaN              NaN              NaN
        80        18.95      95.73        40             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.95      95.73        80             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.95      95.73       110             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.95      95.73       150             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.95      95.73       200             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.95      95.73       250             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.58     134.41         5             NaN              NaN              NaN              NaN        59.488354              NaN              NaN              NaN
        80        18.58     134.41        20             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.58     134.41        40             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.58     134.41        80             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.58     134.41       110             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.58     134.41       150             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.58     134.41       200             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.58     134.41       250             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.21     188.71         5             NaN              NaN              NaN              NaN        74.329936              NaN              NaN              NaN
        80        18.21     188.71        20             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.21     188.71        40             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.21     188.71        80             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.21     188.71       110             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.21     188.71       150             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.21     188.71       200             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        18.21     188.71       250             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.84     264.95         5             NaN              NaN              NaN              NaN        86.031382              NaN              NaN              NaN
        80        17.84     264.95        20             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.84     264.95        40             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.84     264.95        80             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.84     264.95       110             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.84     264.95       150             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.84     264.95       200             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.84     264.95       250             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.47     371.99         5             NaN              NaN              NaN              NaN        90.753968              NaN              NaN              NaN
        80        17.47     371.99        20             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.47     371.99        40             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.47     371.99        80             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.47     371.99       110             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.47     371.99       150             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.47     371.99       200             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.47     371.99       250             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.11     522.27         5             NaN              NaN              NaN              NaN        93.849658              NaN              NaN              NaN
        80        17.11     522.27        20             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.11     522.27        40             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.11     522.27        80             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.11     522.27       110             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.11     522.27       150             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.11     522.27       200             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        17.11     522.27       250             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.74     733.27         5             NaN              NaN              NaN              NaN        97.001153              NaN              NaN              NaN
        80        16.74     733.27        20             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.74     733.27        40             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.74     733.27        80             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.74     733.27       110             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.74     733.27       150             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.74     733.27       200             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.74     733.27       250             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.37    1029.51         5             NaN              NaN              NaN              NaN        97.161488              NaN              NaN              NaN
        80        16.37    1029.51        20             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.37    1029.51        40             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.37    1029.51        80             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.37    1029.51       110             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.37    1029.51       150             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.37    1029.51       200             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.37    1029.51       250             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.00    1445.44         5             NaN              NaN              NaN              NaN        99.054374              NaN              NaN              NaN
        80        16.00    1445.44        20             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.00    1445.44        40             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.00    1445.44        80             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.00    1445.44       110             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.00    1445.44       150             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.00    1445.44       200             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
        80        16.00    1445.44       250             NaN              NaN              NaN              NaN       100.000000              NaN              NaN              NaN
       130        23.00       2.29        20             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        23.00       2.29        40             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        23.00       2.29        80             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        23.00       2.29       110             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        23.00       2.29       150             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        23.00       2.29       200             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        23.00       2.29       250             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        23.00       2.29       300             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        22.63       3.22        20             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        22.63       3.22        40             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        22.63       3.22        80             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        22.63       3.22       110             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        22.63       3.22       150             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        22.63       3.22       200             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        22.63       3.22       250             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        22.63       3.22       300             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        22.26       4.52        20             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        22.26       4.52        40             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        22.26       4.52        80             NaN              NaN              NaN              NaN              NaN         0.077700              NaN              NaN
       130        22.26       4.52       110             NaN              NaN              NaN              NaN              NaN         0.368868              NaN              NaN
       130        22.26       4.52       150             NaN              NaN              NaN              NaN              NaN         1.337409              NaN              NaN
       130        22.26       4.52       200             NaN              NaN              NaN              NaN              NaN         1.942857              NaN              NaN
       130        22.26       4.52       250             NaN              NaN              NaN              NaN              NaN         1.991574              NaN              NaN
       130        22.26       4.52       300             NaN              NaN              NaN              NaN              NaN         1.953275              NaN              NaN
       130        21.89       6.34        20             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        21.89       6.34        40             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        21.89       6.34        80             NaN              NaN              NaN              NaN              NaN         5.515588              NaN              NaN
       130        21.89       6.34       110             NaN              NaN              NaN              NaN              NaN         8.156983              NaN              NaN
       130        21.89       6.34       150             NaN              NaN              NaN              NaN              NaN         9.578830              NaN              NaN
       130        21.89       6.34       200             NaN              NaN              NaN              NaN              NaN        10.499806              NaN              NaN
       130        21.89       6.34       250             NaN              NaN              NaN              NaN              NaN        10.890719              NaN              NaN
       130        21.89       6.34       300             NaN              NaN              NaN              NaN              NaN        12.913263              NaN              NaN
       130        21.53       8.90        20             NaN              NaN              NaN              NaN              NaN         0.000000              NaN              NaN
       130        21.53       8.90        40             NaN              NaN              NaN              NaN              NaN         4.839939              NaN              NaN
       130        21.53       8.90        80             NaN              NaN              NaN              NaN              NaN        18.906250              NaN              NaN
       130        21.53       8.90       110             NaN              NaN              NaN              NaN              NaN        23.099851              NaN              NaN
       130        21.53       8.90       150             NaN              NaN              NaN              NaN              NaN        24.713705              NaN              NaN
       130        21.53       8.90       200             NaN              NaN              NaN              NaN              NaN        26.191399              NaN              NaN
       130        21.53       8.90       250             NaN              NaN              NaN              NaN              NaN        25.110294              NaN              NaN
       130        21.53       8.90       300             NaN              NaN              NaN              NaN              NaN        27.162427              NaN              NaN
       130        21.16      12.50        20             NaN              NaN              NaN              NaN              NaN         1.618123              NaN              NaN
       130        21.16      12.50        40             NaN              NaN              NaN              NaN              NaN        14.894449              NaN              NaN
       130        21.16      12.50        80             NaN              NaN              NaN              NaN              NaN        35.303266              NaN              NaN
       130        21.16      12.50       110             NaN              NaN              NaN              NaN              NaN        42.185709              NaN              NaN
       130        21.16      12.50       150             NaN              NaN              NaN              NaN              NaN        44.902635              NaN              NaN
       130        21.16      12.50       200             NaN              NaN              NaN              NaN              NaN        47.322112              NaN              NaN
       130        21.16      12.50       250             NaN              NaN              NaN              NaN              NaN        49.482957              NaN              NaN
       130        21.16      12.50       300             NaN              NaN              NaN              NaN              NaN        47.566117              NaN              NaN
       130        20.79      17.55        20             NaN              NaN              NaN              NaN              NaN         7.248577              NaN              NaN
       130        20.79      17.55        40             NaN              NaN              NaN              NaN              NaN        32.723881              NaN              NaN
       130        20.79      17.55        80             NaN              NaN              NaN              NaN              NaN        61.897533              NaN              NaN
       130        20.79      17.55       110             NaN              NaN              NaN              NaN              NaN        69.833269              NaN              NaN
       130        20.79      17.55       150             NaN              NaN              NaN              NaN              NaN        72.893363              NaN              NaN
       130        20.79      17.55       200             NaN              NaN              NaN              NaN              NaN        77.087305              NaN              NaN
       130        20.79      17.55       250             NaN              NaN              NaN              NaN              NaN        77.659169              NaN              NaN
       130        20.79      17.55       300             NaN              NaN              NaN              NaN              NaN        76.928924              NaN              NaN
       130        20.42      24.64        20             NaN              NaN              NaN              NaN              NaN        20.206659              NaN              NaN
       130        20.42      24.64        40             NaN              NaN              NaN              NaN              NaN        57.547170              NaN              NaN
       130        20.42      24.64        80             NaN              NaN              NaN              NaN              NaN        88.855193              NaN              NaN
       130        20.42      24.64       110             NaN              NaN              NaN              NaN              NaN        91.535433              NaN              NaN
       130        20.42      24.64       150             NaN              NaN              NaN              NaN              NaN        94.762808              NaN              NaN
       130        20.42      24.64       200             NaN              NaN              NaN              NaN              NaN        94.968081              NaN              NaN
       130        20.42      24.64       250             NaN              NaN              NaN              NaN              NaN        95.031299              NaN              NaN
       130        20.42      24.64       300             NaN              NaN              NaN              NaN              NaN        95.730337              NaN              NaN
       130        20.05      34.59        20             NaN              NaN              NaN              NaN              NaN        38.686409              NaN              NaN
       130        20.05      34.59        40             NaN              NaN              NaN              NaN              NaN        85.583174              NaN              NaN
       130        20.05      34.59        80             NaN              NaN              NaN              NaN              NaN        98.476562              NaN              NaN
       130        20.05      34.59       110             NaN              NaN              NaN              NaN              NaN        99.152869              NaN              NaN
       130        20.05      34.59       150             NaN              NaN              NaN              NaN              NaN        99.233716              NaN              NaN
       130        20.05      34.59       200             NaN              NaN              NaN              NaN              NaN        99.396226              NaN              NaN
       130        20.05      34.59       250             NaN              NaN              NaN              NaN              NaN        99.646643              NaN              NaN
       130        20.05      34.59       300             NaN              NaN              NaN              NaN              NaN        99.686643              NaN              NaN
       130        19.68      48.56        20             NaN              NaN              NaN              NaN              NaN        65.424913              NaN              NaN
       130        19.68      48.56        40             NaN              NaN              NaN              NaN              NaN        96.320182              NaN              NaN
       130        19.68      48.56        80             NaN              NaN              NaN              NaN              NaN        99.885452              NaN              NaN
       130        19.68      48.56       110             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        19.68      48.56       150             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        19.68      48.56       200             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        19.68      48.56       250             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        19.68      48.56       300             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        19.32      68.18        20             NaN              NaN              NaN              NaN              NaN        86.557502              NaN              NaN
       130        19.32      68.18        40             NaN              NaN              NaN              NaN              NaN        99.457154              NaN              NaN
       130        19.32      68.18        80             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        19.32      68.18       110             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        19.32      68.18       150             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        19.32      68.18       200             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        19.32      68.18       250             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        19.32      68.18       300             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.95      95.73        20             NaN              NaN              NaN              NaN              NaN        95.406627              NaN              NaN
       130        18.95      95.73        40             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.95      95.73        80             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.95      95.73       110             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.95      95.73       150             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.95      95.73       200             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.95      95.73       250             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.95      95.73       300             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.58     134.41        20             NaN              NaN              NaN              NaN              NaN        99.030632              NaN              NaN
       130        18.58     134.41        40             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.58     134.41        80             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.58     134.41       110             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.58     134.41       150             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.58     134.41       200             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.58     134.41       250             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.58     134.41       300             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.21     188.71        20             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.21     188.71        40             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.21     188.71        80             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.21     188.71       110             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.21     188.71       150             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.21     188.71       200             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.21     188.71       250             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        18.21     188.71       300             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.84     264.95        20             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.84     264.95        40             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.84     264.95        80             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.84     264.95       110             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.84     264.95       150             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.84     264.95       200             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.84     264.95       250             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.84     264.95       300             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.47     371.99        20             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.47     371.99        40             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.47     371.99        80             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.47     371.99       110             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.47     371.99       150             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.47     371.99       200             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.47     371.99       250             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.47     371.99       300             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.11     522.27        20             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.11     522.27        40             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.11     522.27        80             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.11     522.27       110             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.11     522.27       150             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.11     522.27       200             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.11     522.27       250             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        17.11     522.27       300             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
       130        16.74     733.27        20             NaN              NaN              NaN              NaN              NaN       100.000000              NaN              NaN
